Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Male,College of Science,No,400,Off-campus,No,Several times a week,4,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",7.85
Female,School of Business,Yes,400,On-campus,No,Daily,1,Mobile data/Internet,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.46
Female,College of Humanity and Social Science,No,600,On-campus,No,Several times a week,5,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, High costs/pricing",3.29
Female,College of Art and Built Environment,Yes,400,On-campus,Yes,Several times a week,4,None of the above,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",4.23
Male,School of Business,No,400,Off-campus,No,Daily,2,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,No,"Insufficient data allowance, Unsatisfactory customer service",1.16
Female,School of Business,No,200,Off-campus,Yes,Daily,5,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",9.85
Male,School of Business,Yes,300,Off-campus,Yes,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",6.32
Female,College of Humanity and Social Science,No,400,Off-campus,Yes,Several times a week,1,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance",2.1
Female,College of Science,No,500,On-campus,No,Daily,4,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",9.16
Female,College of Science,Yes,600,Off-campus,Yes,Occasionally,5,Mobile data/Internet,No,Yes,Poor network quality/coverage,1.49
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Occasionally,3,"Voice Calls, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",0.76
Male,School of Business,Yes,600,Off-campus,Yes,Occasionally,1,None of the above,Yes,Yes,Poor network quality/coverage,3.41
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,5,Mobile data/Internet,Yes,Yes,Insufficient data allowance,5.62
Female,College of Science,Yes,400,Off-campus,No,Occasionally,3,"Mobile data/Internet, Voice Calls",Yes,Yes,"High costs/pricing, Poor network quality/coverage",6.87
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,4,"Voice Calls, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.39
Female,School of Business,Yes,100,Off-campus,No,Occasionally,3,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",5.48
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Never,5,None of the above,No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",8.04
Female,College of Science,Yes,100,On-campus,Yes,Never,4,"Voice Calls, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",2.04
Male,College of Art and Built Environment,Yes,500,Off-campus,Yes,Never,1,"None of the above, Voice Calls, SMS/Text messaging",Yes,No,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",5.59
Female,College of Humanity and Social Science,No,600,Off-campus,No,Daily,4,"SMS/Text messaging, None of the above",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",3.64
Female,College of Art and Built Environment,No,500,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",2.01
Male,College of Science,Yes,600,Off-campus,Yes,Occasionally,4,"None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing",6.56
Male,College of Science,Yes,500,Off-campus,Yes,Several times a week,4,"None of the above, Mobile data/Internet, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",8.18
Male,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,4,SMS/Text messaging,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.59
Male,College of Engineering,Yes,100,Off-campus,No,Daily,3,"None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",7.43
Female,College of Art and Built Environment,Yes,500,On-campus,No,Several times a week,5,"None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",8.98
Female,College of Humanity and Social Science,Yes,400,Off-campus,No,Occasionally,4,Mobile data/Internet,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",6.81
Female,School of Business,Yes,500,Off-campus,No,Occasionally,5,SMS/Text messaging,Yes,No,"Unsatisfactory customer service, Poor network quality/coverage",3.06
Male,School of Business,Yes,500,On-campus,Yes,Occasionally,1,Voice Calls,Yes,Yes,High costs/pricing,7.04
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance",6.4
Male,College of Agriculture and Natural Resources,No,600,On-campus,Yes,Several times a week,2,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",3.61
Male,College of Humanity and Social Science,Yes,400,Off-campus,No,Daily,1,"None of the above, Mobile data/Internet",No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",9.76
Female,College of Science,Yes,400,On-campus,Yes,Daily,5,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",7.8
Female,College of Art and Built Environment,No,200,On-campus,Yes,Daily,4,"Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",8.22
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Rarely,1,"Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",7.28
Male,College of Humanity and Social Science,No,200,Off-campus,No,Daily,3,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.97
Female,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Occasionally,2,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",7.99
Female,College of Engineering,Yes,600,Off-campus,Yes,Occasionally,4,SMS/Text messaging,No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",4.56
Female,School of Business,No,200,Off-campus,No,Several times a week,2,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",5.87
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Occasionally,4,Voice Calls,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",1.01
Female,College of Engineering,No,100,Off-campus,Yes,Daily,5,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",8.12
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Rarely,1,"None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",9.19
Female,College of Art and Built Environment,Yes,600,Off-campus,No,Several times a week,2,Voice Calls,Yes,No,"High costs/pricing, Unsatisfactory customer service",8.51
Female,College of Engineering,Yes,500,On-campus,Yes,Occasionally,3,SMS/Text messaging,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",9.29
Male,College of Science,Yes,200,Off-campus,No,Occasionally,2,"SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",8.5
Male,School of Business,No,100,Off-campus,No,Daily,3,"None of the above, Voice Calls",No,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",8.07
Male,College of Engineering,No,300,On-campus,No,Several times a week,4,Voice Calls,Yes,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",8.19
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Occasionally,1,"None of the above, Mobile data/Internet, Voice Calls",No,No,High costs/pricing,3.99
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,1,"Mobile data/Internet, Voice Calls, None of the above",Yes,No,Insufficient data allowance,5.44
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,5,SMS/Text messaging,No,Yes,Poor network quality/coverage,3.44
Female,College of Engineering,No,300,Off-campus,Yes,Daily,1,Voice Calls,No,Yes,"Insufficient data allowance, Unsatisfactory customer service",9.26
Male,College of Science,Yes,500,Off-campus,Yes,Several times a week,3,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,"High costs/pricing, Poor network quality/coverage",7.38
Female,College of Agriculture and Natural Resources,No,100,Off-campus,No,Occasionally,2,Voice Calls,Yes,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",0.74
Male,College of Agriculture and Natural Resources,No,200,Off-campus,Yes,Daily,1,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance",5.16
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Several times a week,2,None of the above,No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",1.53
Male,College of Science,No,100,Off-campus,Yes,Daily,5,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,Insufficient data allowance,6.45
Male,College of Science,Yes,100,Off-campus,No,Occasionally,4,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance",4.0
Female,School of Business,No,500,Off-campus,Yes,Occasionally,3,None of the above,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",1.88
Female,College of Science,Yes,200,On-campus,Yes,Occasionally,1,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",1.27
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,Yes,Daily,1,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,Unsatisfactory customer service,8.25
Male,School of Business,Yes,400,Off-campus,No,Several times a week,3,"Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",1.96
Male,College of Science,No,100,Off-campus,No,Daily,3,"Mobile data/Internet, None of the above, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",4.63
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,No,"Unsatisfactory customer service, Insufficient data allowance",7.83
Male,College of Science,No,300,Off-campus,No,Never,5,None of the above,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",1.92
Female,College of Engineering,Yes,200,Off-campus,Yes,Occasionally,4,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing",5.77
Female,College of Engineering,Yes,300,Off-campus,No,Several times a week,4,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",6.29
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Several times a week,5,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,Insufficient data allowance,2.18
Female,College of Engineering,Yes,200,Off-campus,Yes,Several times a week,5,Mobile data/Internet,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",4.16
Female,College of Science,Yes,400,Off-campus,No,Daily,5,"Mobile data/Internet, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance",6.38
Female,College of Humanity and Social Science,No,500,Off-campus,Yes,Daily,1,Voice Calls,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",9.6
Female,College of Humanity and Social Science,No,600,Off-campus,No,Several times a week,2,SMS/Text messaging,Yes,Yes,Unsatisfactory customer service,7.81
Female,School of Business,Yes,600,Off-campus,Yes,Occasionally,5,None of the above,No,No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",5.16
Female,College of Art and Built Environment,Yes,500,Off-campus,Yes,Several times a week,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,Insufficient data allowance,3.23
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Several times a week,3,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing",3.78
Female,College of Art and Built Environment,No,100,Off-campus,No,Several times a week,1,"Mobile data/Internet, None of the above, Voice Calls",No,Yes,Insufficient data allowance,1.97
Female,College of Engineering,Yes,500,On-campus,Yes,Occasionally,5,"Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.32
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Daily,2,"Mobile data/Internet, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",0.56
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,8.16
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",2.59
Female,College of Humanity and Social Science,No,200,Off-campus,No,Rarely,5,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",6.41
Female,School of Business,No,100,Off-campus,No,Rarely,4,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",No,Yes,Poor network quality/coverage,5.88
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Occasionally,5,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,Unsatisfactory customer service,1.09
Female,College of Humanity and Social Science,Yes,300,On-campus,No,Daily,2,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Insufficient data allowance, High costs/pricing",0.7
Male,School of Business,Yes,400,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",3.66
Male,College of Science,No,300,On-campus,Yes,Occasionally,4,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",1.18
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Daily,3,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,Insufficient data allowance,6.6
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,5,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,Insufficient data allowance,2.7
Female,College of Engineering,Yes,200,Off-campus,Yes,Rarely,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",7.89
Female,School of Business,Yes,600,Off-campus,No,Rarely,2,"None of the above, Mobile data/Internet",No,Yes,"Insufficient data allowance, Poor network quality/coverage",1.74
Male,College of Art and Built Environment,No,400,Off-campus,No,Several times a week,2,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Poor network quality/coverage",7.61
Female,School of Business,No,400,Off-campus,Yes,Several times a week,4,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing",8.33
Female,School of Business,No,100,Off-campus,Yes,Daily,4,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",3.66
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,4,"SMS/Text messaging, Voice Calls",No,No,"Insufficient data allowance, High costs/pricing",4.89
Male,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,4,Mobile data/Internet,No,Yes,"High costs/pricing, Poor network quality/coverage",1.24
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Occasionally,3,"SMS/Text messaging, None of the above, Voice Calls",No,Yes,"High costs/pricing, Insufficient data allowance",1.37
Male,College of Art and Built Environment,No,400,Off-campus,No,Several times a week,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",2.02
Female,School of Business,No,200,On-campus,No,Never,5,"Voice Calls, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",3.65
Male,College of Art and Built Environment,Yes,300,On-campus,No,Rarely,1,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",3.77
Male,College of Science,Yes,100,On-campus,No,Several times a week,4,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",8.12
Male,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Several times a week,5,"Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",0.71
Male,College of Science,Yes,400,Off-campus,No,Occasionally,1,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance",9.42
Female,College of Science,Yes,100,Off-campus,No,Occasionally,5,Voice Calls,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",8.34
Male,College of Science,Yes,300,Off-campus,Yes,Occasionally,1,SMS/Text messaging,No,Yes,Poor network quality/coverage,8.58
Male,College of Science,Yes,200,On-campus,Yes,Several times a week,5,Voice Calls,Yes,Yes,High costs/pricing,6.54
Male,College of Humanity and Social Science,No,500,On-campus,No,Occasionally,4,"SMS/Text messaging, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",0.58
Male,College of Engineering,Yes,400,On-campus,No,Occasionally,3,"SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance",0.98
Female,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Occasionally,1,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",1.09
Male,College of Humanity and Social Science,No,400,Off-campus,Yes,Daily,5,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",6.58
Female,College of Science,Yes,100,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, None of the above",Yes,Yes,Unsatisfactory customer service,2.56
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,3,None of the above,Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",5.19
Female,College of Art and Built Environment,Yes,500,On-campus,No,Occasionally,1,"Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,Poor network quality/coverage,7.34
Female,College of Science,Yes,200,Off-campus,No,Rarely,5,Mobile data/Internet,No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",4.01
Male,College of Humanity and Social Science,No,300,Off-campus,Yes,Several times a week,5,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,Poor network quality/coverage,3.6
Male,College of Engineering,Yes,400,Off-campus,No,Several times a week,4,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.35
Female,College of Humanity and Social Science,Yes,200,Off-campus,No,Occasionally,4,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",8.12
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Several times a week,5,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",9.45
Male,College of Humanity and Social Science,Yes,300,On-campus,Yes,Occasionally,1,"SMS/Text messaging, None of the above",No,Yes,Unsatisfactory customer service,4.69
Male,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Daily,5,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,0.97
Male,School of Business,No,400,Off-campus,Yes,Several times a week,4,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",6.75
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Several times a week,1,"Voice Calls, None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",6.34
Male,College of Engineering,Yes,200,Off-campus,Yes,Daily,3,"None of the above, SMS/Text messaging, Voice Calls",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",2.49
Male,School of Business,No,500,On-campus,Yes,Several times a week,1,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",4.29
Male,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Several times a week,3,"None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",6.17
Male,School of Business,Yes,200,Off-campus,No,Daily,4,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,High costs/pricing,7.67
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,2,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, High costs/pricing",7.53
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Several times a week,3,"Mobile data/Internet, None of the above",Yes,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",9.07
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Occasionally,4,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"Insufficient data allowance, Poor network quality/coverage",4.65
Female,College of Humanity and Social Science,Yes,100,On-campus,No,Rarely,2,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance",8.18
Female,College of Humanity and Social Science,Yes,300,On-campus,Yes,Daily,5,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,9.56
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,Yes,Occasionally,3,"Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",3.92
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Occasionally,4,SMS/Text messaging,Yes,Yes,Poor network quality/coverage,9.35
Female,College of Humanity and Social Science,Yes,500,Off-campus,No,Daily,2,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",3.72
Male,School of Business,No,600,Off-campus,No,Several times a week,5,None of the above,Yes,No,Unsatisfactory customer service,9.83
Female,College of Humanity and Social Science,No,500,On-campus,Yes,Daily,2,"SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",7.56
Male,School of Business,Yes,600,Off-campus,Yes,Several times a week,5,"None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance",2.93
Female,College of Science,Yes,100,Off-campus,No,Several times a week,5,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",0.54
Female,College of Engineering,No,300,Off-campus,Yes,Occasionally,4,"Mobile data/Internet, SMS/Text messaging",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",2.98
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,5,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",5.2
Female,College of Engineering,Yes,400,Off-campus,No,Daily,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",7.93
Female,College of Art and Built Environment,No,400,Off-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,No,"Unsatisfactory customer service, Poor network quality/coverage",8.08
Female,College of Science,No,600,On-campus,Yes,Daily,5,Voice Calls,No,Yes,Poor network quality/coverage,4.07
Male,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Occasionally,2,"Voice Calls, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",1.39
Male,College of Science,Yes,100,Off-campus,No,Occasionally,4,None of the above,No,Yes,Insufficient data allowance,4.64
Female,College of Art and Built Environment,No,300,Off-campus,No,Daily,5,None of the above,Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",9.63
Male,College of Science,Yes,200,Off-campus,Yes,Occasionally,3,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, High costs/pricing",6.63
Male,School of Business,Yes,400,Off-campus,No,Occasionally,5,None of the above,Yes,Yes,"High costs/pricing, Poor network quality/coverage",9.91
Male,College of Humanity and Social Science,Yes,600,Off-campus,No,Daily,4,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",9.8
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,3,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance",0.85
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Several times a week,3,"None of the above, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",9.74
Female,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,5,Mobile data/Internet,Yes,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",9.97
Male,College of Humanity and Social Science,Yes,100,On-campus,No,Daily,1,"Voice Calls, Mobile data/Internet",Yes,Yes,High costs/pricing,0.55
Female,School of Business,Yes,400,On-campus,No,Daily,5,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",0.66
Female,School of Business,Yes,500,Off-campus,No,Occasionally,1,"None of the above, Mobile data/Internet",No,Yes,Unsatisfactory customer service,2.57
Male,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Several times a week,1,Mobile data/Internet,Yes,Yes,Unsatisfactory customer service,2.38
