Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Male,School of Business,Yes,200,Off-campus,No,Occasionally,2,"None of the above, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",2.16
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Several times a week,4,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance",2.51
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Several times a week,5,"SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",1.66
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Several times a week,4,SMS/Text messaging,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",8.56
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,6,SMS/Text messaging,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.48
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,4,"None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",3.43
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,1,Mobile data/Internet,Yes,No,"Poor network quality/coverage, High costs/pricing",5.96
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Occasionally,5,"SMS/Text messaging, None of the above",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.35
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,3,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,5.73
Male,College of Engineering,No,600,Off-campus,Yes,Daily,1,Mobile data/Internet,Yes,Yes,High costs/pricing,2.31
Male,College of Science,Yes,400,Off-campus,Yes,Several times a week,5,SMS/Text messaging,No,Yes,"Poor network quality/coverage, High costs/pricing",9.96
Female,College of Engineering,Yes,400,Off-campus,Yes,Rarely,1,"None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage",8.12
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Daily,5,"Mobile data/Internet, None of the above, SMS/Text messaging",No,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",1.27
Male,College of Art and Built Environment,Yes,100,On-campus,No,Daily,2,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",4.79
Female,College of Engineering,Yes,600,Off-campus,No,Occasionally,1,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,Unsatisfactory customer service,2.0
Male,College of Humanity and Social Science,No,200,Off-campus,Yes,Occasionally,4,"Mobile data/Internet, Voice Calls",No,No,None,0.53
Male,College of Agriculture and Natural Resources,Yes,600,On-campus,No,Rarely,3,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,Unsatisfactory customer service,5.4
Male,School of Business,No,600,Off-campus,No,Occasionally,3,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",3.79
Male,School of Business,Yes,200,Off-campus,No,Several times a week,5,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.14
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Several times a week,3,Voice Calls,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",8.87
Female,College of Art and Built Environment,No,600,On-campus,No,Occasionally,3,Voice Calls,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",9.1
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,No,High costs/pricing,4.63
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Several times a week,1,Voice Calls,Yes,Yes,Insufficient data allowance,2.08
Male,College of Engineering,Yes,600,Off-campus,No,Occasionally,2,Mobile data/Internet,No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.73
Female,College of Art and Built Environment,Yes,100,Off-campus,No,Rarely,4,Voice Calls,Yes,No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",5.54
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Occasionally,5,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,No,"High costs/pricing, Poor network quality/coverage",5.74
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,5,None of the above,Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",2.63
Female,School of Business,Yes,400,Off-campus,No,Several times a week,1,"Voice Calls, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",9.27
Male,College of Science,Yes,200,Off-campus,No,Several times a week,1,Mobile data/Internet,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",5.61
Male,College of Science,Yes,100,Off-campus,No,Daily,5,"SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,"High costs/pricing, Insufficient data allowance",9.2
Female,School of Business,Yes,200,Off-campus,Yes,Occasionally,4,"None of the above, Voice Calls",No,Yes,Poor network quality/coverage,8.17
Male,School of Business,No,300,Off-campus,No,Occasionally,2,"Voice Calls, None of the above",Yes,Yes,"High costs/pricing, Poor network quality/coverage",6.47
Male,School of Business,Yes,300,Off-campus,Yes,Occasionally,1,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",4.95
Male,College of Engineering,Yes,500,Off-campus,No,Occasionally,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.66
Female,College of Science,Yes,600,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, Voice Calls, None of the above",Yes,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",3.0
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",3.45
Female,College of Science,Yes,100,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Mobile data/Internet",Yes,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",8.75
Male,College of Science,Yes,200,Off-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,Insufficient data allowance,5.24
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,2,"Mobile data/Internet, Voice Calls",No,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",6.77
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Several times a week,3,None of the above,No,Yes,"High costs/pricing, Poor network quality/coverage",7.38
Female,School of Business,Yes,200,Off-campus,No,Daily,1,"Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",6.28
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,1,"None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",4.7
Male,College of Science,No,300,On-campus,No,Several times a week,5,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance",2.62
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Daily,5,"Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, High costs/pricing",8.23
Male,College of Engineering,No,200,Off-campus,No,Occasionally,3,Mobile data/Internet,No,Yes,Poor network quality/coverage,1.69
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,5,Voice Calls,Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",4.4
Male,School of Business,No,400,Off-campus,No,Several times a week,4,"None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",8.64
Male,School of Business,Yes,200,On-campus,Yes,Daily,5,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",10.37
Female,School of Business,No,300,Off-campus,No,Occasionally,1,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",4.19
Female,College of Science,Yes,500,On-campus,No,Daily,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls",No,No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.28
Male,College of Engineering,Yes,300,Off-campus,Yes,Daily,2,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",1.53
Female,College of Engineering,No,200,Off-campus,Yes,Occasionally,5,"SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",7.26
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Occasionally,2,"Voice Calls, Mobile data/Internet, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",9.12
Male,College of Science,No,500,Off-campus,No,Several times a week,2,"Mobile data/Internet, None of the above",No,No,"Poor network quality/coverage, High costs/pricing",7.82
Male,College of Humanity and Social Science,No,500,Off-campus,Yes,Rarely,4,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",6.28
Female,College of Engineering,Yes,200,Off-campus,Yes,Rarely,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,Unsatisfactory customer service,9.36
Female,College of Humanity and Social Science,Yes,100,On-campus,Yes,Daily,5,"SMS/Text messaging, Voice Calls",No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.16
Male,College of Art and Built Environment,Yes,600,Off-campus,Yes,Several times a week,4,"Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",4.13
Female,College of Humanity and Social Science,No,200,On-campus,Yes,Several times a week,4,"None of the above, Voice Calls, Mobile data/Internet",No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",6.64
Male,College of Engineering,Yes,500,Off-campus,No,Several times a week,2,None of the above,No,Yes,"Poor network quality/coverage, Insufficient data allowance",5.72
Female,School of Business,No,100,Off-campus,No,Occasionally,5,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",7.41
Male,College of Humanity and Social Science,Yes,400,On-campus,No,Daily,2,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",5.77
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Daily,2,None of the above,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",7.68
Male,College of Humanity and Social Science,No,400,Off-campus,Yes,Several times a week,5,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.97
Female,College of Engineering,No,600,On-campus,Yes,Daily,1,"None of the above, SMS/Text messaging, Mobile data/Internet",Yes,No,"Poor network quality/coverage, High costs/pricing",5.98
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Occasionally,3,Voice Calls,Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",3.14
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,5,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",1.53
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Several times a week,1,None of the above,Yes,No,"Poor network quality/coverage, High costs/pricing",4.33
Male,College of Science,No,400,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, None of the above",No,Yes,Poor network quality/coverage,2.28
Male,College of Engineering,No,500,Off-campus,No,Occasionally,1,Mobile data/Internet,No,Yes,"High costs/pricing, Poor network quality/coverage",1.36
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,No,Occasionally,1,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",6.31
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,6,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",Yes,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",5.58
Female,School of Business,No,200,Off-campus,No,Occasionally,5,"Voice Calls, None of the above",No,Yes,"Insufficient data allowance, High costs/pricing",5.26
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,1,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.6
Female,College of Agriculture and Natural Resources,No,300,Off-campus,No,Several times a week,2,"SMS/Text messaging, None of the above",Yes,Yes,Insufficient data allowance,9.72
Male,College of Engineering,No,100,Off-campus,Yes,Daily,3,"None of the above, Mobile data/Internet",No,Yes,"High costs/pricing, Unsatisfactory customer service",10.02
Male,School of Business,Yes,400,Off-campus,No,Several times a week,2,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,Insufficient data allowance,1.89
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Several times a week,2,"Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,None,6.54
Male,College of Engineering,Yes,300,Off-campus,No,Several times a week,3,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,No,High costs/pricing,6.06
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,3,"SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,Poor network quality/coverage,2.63
Male,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Daily,2,"Voice Calls, SMS/Text messaging",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",10.18
Male,College of Art and Built Environment,No,300,Off-campus,Yes,Occasionally,1,Voice Calls,Yes,Yes,"High costs/pricing, Insufficient data allowance",8.85
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,4,"Voice Calls, None of the above",No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",5.98
Female,College of Engineering,Yes,400,Off-campus,Yes,Several times a week,4,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,Unsatisfactory customer service,3.34
Female,College of Engineering,Yes,200,On-campus,No,Occasionally,4,"Mobile data/Internet, None of the above",No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",7.8
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,1,Voice Calls,Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",2.07
Male,College of Engineering,No,600,Off-campus,No,Daily,2,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",6.82
Female,College of Science,Yes,400,On-campus,No,Never,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,7.87
Male,College of Humanity and Social Science,Yes,600,Off-campus,Yes,Several times a week,5,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",5.2
Male,College of Engineering,Yes,500,Off-campus,No,Several times a week,6,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.73
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.74
Female,College of Humanity and Social Science,No,300,Off-campus,No,Occasionally,2,"Voice Calls, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",2.8
Male,College of Engineering,No,100,Off-campus,No,Several times a week,2,None of the above,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.23
Female,College of Agriculture and Natural Resources,No,300,On-campus,No,Occasionally,4,Voice Calls,Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.02
Male,School of Business,No,500,On-campus,No,Several times a week,2,"Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",0.94
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,No,Occasionally,1,"None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.69
Male,School of Business,No,300,Off-campus,Yes,Daily,5,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",1.44
Female,School of Business,Yes,400,Off-campus,No,Several times a week,2,"None of the above, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",0.71
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Occasionally,2,SMS/Text messaging,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",2.75
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Several times a week,5,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,Unsatisfactory customer service,1.31
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,2,Voice Calls,Yes,Yes,High costs/pricing,4.86
Female,College of Science,No,100,Off-campus,No,Occasionally,1,"None of the above, Voice Calls",No,Yes,Poor network quality/coverage,5.3
Female,College of Art and Built Environment,No,600,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",6.71
Female,College of Science,Yes,400,Off-campus,No,Daily,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",10.08
Female,School of Business,No,300,Off-campus,No,Several times a week,3,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,High costs/pricing,6.51
Female,School of Business,Yes,400,Off-campus,Yes,Daily,4,Mobile data/Internet,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",0.99
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,6,"SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,Unsatisfactory customer service,10.03
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,1,Voice Calls,No,No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",8.86
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",9.4
Male,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,5,"SMS/Text messaging, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",5.93
Male,College of Science,No,600,Off-campus,No,Occasionally,4,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",No,No,"Unsatisfactory customer service, High costs/pricing",7.25
Male,College of Science,No,200,Off-campus,No,Several times a week,2,"None of the above, SMS/Text messaging, Voice Calls",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",8.81
Female,School of Business,No,400,Off-campus,Yes,Daily,1,"SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Insufficient data allowance, Poor network quality/coverage",1.42
Female,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,2,Voice Calls,Yes,Yes,"Insufficient data allowance, High costs/pricing",5.6
Female,School of Business,Yes,400,Off-campus,No,Several times a week,2,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,Insufficient data allowance,6.39
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",6.35
Male,School of Business,Yes,200,Off-campus,Yes,Daily,3,"None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",9.75
Male,College of Science,Yes,400,Off-campus,No,Occasionally,6,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",5.25
Male,College of Humanity and Social Science,No,600,Off-campus,No,Several times a week,3,Voice Calls,No,Yes,High costs/pricing,6.27
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Several times a week,3,None of the above,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",6.66
Male,College of Science,Yes,100,Off-campus,Yes,Several times a week,1,"Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,None,0.5
Female,School of Business,Yes,200,Off-campus,Yes,Several times a week,3,"Mobile data/Internet, None of the above",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",2.0
Female,School of Business,Yes,500,Off-campus,No,Occasionally,5,Voice Calls,Yes,Yes,"Poor network quality/coverage, High costs/pricing",7.4
Male,College of Art and Built Environment,Yes,500,On-campus,No,Several times a week,5,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",5.86
Female,College of Science,Yes,300,Off-campus,No,Daily,1,"Voice Calls, SMS/Text messaging",No,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",4.64
Female,College of Engineering,No,400,Off-campus,No,Occasionally,2,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,Insufficient data allowance,8.1
Female,School of Business,Yes,600,Off-campus,No,Daily,1,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,No,None,4.21
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Never,2,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.91
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Daily,4,"None of the above, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing",9.39
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,2,"Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.73
Female,School of Business,No,300,On-campus,Yes,Daily,1,"Mobile data/Internet, Voice Calls",No,Yes,Poor network quality/coverage,7.33
Male,College of Engineering,No,200,Off-campus,Yes,Daily,1,Voice Calls,Yes,Yes,None,6.15
Male,College of Engineering,Yes,300,On-campus,No,Several times a week,3,None of the above,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.49
Male,College of Engineering,No,200,Off-campus,Yes,Daily,2,Mobile data/Internet,No,Yes,"Poor network quality/coverage, High costs/pricing",3.25
Male,College of Art and Built Environment,No,400,On-campus,No,Occasionally,1,"None of the above, SMS/Text messaging",Yes,No,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",6.97
Male,College of Engineering,Yes,200,Off-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, None of the above",Yes,Yes,Poor network quality/coverage,9.03
Male,College of Engineering,Yes,100,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,Poor network quality/coverage,4.71
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Several times a week,3,"Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Unsatisfactory customer service",8.29
Female,School of Business,Yes,300,Off-campus,No,Occasionally,1,None of the above,Yes,Yes,Poor network quality/coverage,9.59
Female,College of Engineering,Yes,200,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, Voice Calls",Yes,Yes,"Poor network quality/coverage, High costs/pricing",6.9
Female,College of Art and Built Environment,Yes,100,Off-campus,No,Occasionally,1,"Voice Calls, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance",7.48
Female,School of Business,Yes,500,On-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,High costs/pricing,8.58
Female,School of Business,No,300,Off-campus,No,Rarely,3,Voice Calls,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",4.56
Female,College of Science,Yes,500,Off-campus,Yes,Several times a week,1,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.7
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,1,Mobile data/Internet,No,Yes,"Unsatisfactory customer service, Insufficient data allowance",1.07
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Several times a week,3,Mobile data/Internet,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",2.63
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Several times a week,6,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",1.75
Male,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Several times a week,1,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",1.49
Female,College of Science,No,400,Off-campus,No,Several times a week,2,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",8.07
Male,College of Engineering,Yes,200,Off-campus,Yes,Occasionally,2,None of the above,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",0.81
Male,College of Science,No,200,Off-campus,No,Several times a week,2,SMS/Text messaging,No,Yes,Unsatisfactory customer service,2.04
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,No,Occasionally,5,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",4.08
Female,College of Engineering,No,200,Off-campus,No,Occasionally,6,"SMS/Text messaging, Voice Calls",No,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",7.2
Male,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Rarely,2,"Voice Calls, Mobile data/Internet",Yes,No,Unsatisfactory customer service,4.02
Male,College of Science,Yes,400,Off-campus,Yes,Rarely,4,"None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",3.68
