"Timestamp","Gender","Education Level","College","Programme Level","Residence","Do you still use the university-provided SIM card?","How frequently do you use your sim?","How would you rate the connectivity strength of your network? (1 being the lowest, 5 being the highest)","What do you use your Telecel school-provided SIM card for?
* Making  calls","What do you use your Telecel school-provided SIM card for?
* Browsing  the internet","What do you use your Telecel school-provided SIM card for?
* Sending  texts message(SMS)","Do you use other networks besides your vodafone (Telecel)? *","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Poor Network Quality Coverage","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Unsatisfactory Customer Service","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Better services from other network providers","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* High Costs of Services","Do you exhaust your monthly data allowance? (5GB)","What is your approximate monthly data usage? (in GB)","What changes  or improvements  would you  like  to see in your school-provided  SIM card services? ......"
"2024/06/26 02:59:37 PM GMT","Male","Undergraduate","College of Art and Built Environment","400","Off-campus","No","Never","5","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/27 12:29:15 PM GMT","Female","Postgraduate","College of Engineering","400","On-campus","Yes","Occasionally","3","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","6-8","Cheaper data plans"
"2024/06/16 08:23:43 AM GMT","Female","Postgraduate","College of Health Sciences","200","Off-campus","Yes","Several times a week","5","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","0-2","Improve network connection"
"2024/06/17 05:18:54 AM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","200","Off-campus","No","Rarely","1","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/27 12:52:01 AM GMT","Male","Masters","College of Science","200","On-campus","No","Occasionally","3","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","More than 8","Better customer service"
"2024/06/25 10:45:49 PM GMT","Female","Undergraduate","College of Engineering","300","On-campus","Yes","Several times a week","4","No","No","Yes","No","Yes","No","No","Yes","No","No","3-5","Better customer service"
"2024/06/18 01:08:38 PM GMT","Male","Masters","College of Engineering","200","Off-campus","No","Never","1","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","6-8","Increase data allowance"
"2024/06/13 07:48:34 PM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","300","On-campus","No","Rarely","3","No","Yes","No","No","Yes","Yes","No","No","No","No","3-5","Cheaper data plans"
"2024/06/12 09:30:58 PM GMT","Female","Masters","College of Agriculture and Natural Resources","300","Off-campus","No","Rarely","3","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","0-2",""
"2024/06/21 04:59:20 AM GMT","Male","Postgraduate","College of Health Sciences","300","Off-campus","No","Rarely","5","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","More than 8",""
"2024/06/12 06:04:11 PM GMT","Female","Postgraduate","College of Art and Built Environment","300","Off-campus","No","Daily","2","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","6-8","Cheaper data plans"
"2024/06/27 09:08:47 PM GMT","Female","Postgraduate","College of Engineering","100","Off-campus","No","Several times a week","3","No","Yes","Yes","Yes","No","No","No","No","No","Yes","3-5","Increase data allowance"
"2024/06/29 05:28:06 PM GMT","Female","Undergraduate","College of Health Sciences","200","Off-campus","Yes","Occasionally","5","No","No","No","No","No","Yes","No","No","No","No","3-5","Improve network connection"
"2024/06/15 06:47:55 AM GMT","Female","Postgraduate","College of Health Sciences","300","Off-campus","No","Daily","2","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","6-8",""
"2024/06/15 08:07:05 PM GMT","Female","Undergraduate","College of Art and Built Environment","400","Off-campus","Yes","Rarely","5","No","No","No","No","Yes","Yes","Yes","Yes","No","No","6-8",""
"2024/06/30 10:19:03 AM GMT","Female","Masters","College of Art and Built Environment","200","On-campus","Yes","Occasionally","2","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","3-5","Better customer service"
"2024/06/29 01:08:06 PM GMT","Female","Undergraduate","College of Health Sciences","400","Off-campus","Yes","Occasionally","2","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","3-5","Increase data allowance"
"2024/06/24 04:19:06 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","200","On-campus","Yes","Rarely","2","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","3-5","Better customer service"
"2024/06/22 09:49:05 PM GMT","Female","Undergraduate","College of Health Sciences","100","Off-campus","No","Rarely","5","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","0-2",""
"2024/06/14 06:19:28 PM GMT","Female","Undergraduate","College of Engineering","300","Off-campus","No","Several times a week","2","Yes","No","No","No","No","Yes","No","Yes","No","Yes","More than 8","Better customer service"
"2024/06/22 10:39:02 AM GMT","Female","Postgraduate","School of Business","100","Off-campus","No","Rarely","2","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","6-8","Increase data allowance"
"2024/06/19 11:45:28 PM GMT","Female","Postgraduate","School of Business","300","On-campus","No","Daily","5","Yes","No","Yes","Yes","No","No","No","No","Yes","No","More than 8","Better customer service"
"2024/06/19 07:13:15 PM GMT","Male","Masters","College of Science","200","Off-campus","Yes","Several times a week","5","No","Yes","Yes","No","No","No","No","No","Yes","No","More than 8","Increase data allowance"
"2024/06/28 03:35:01 PM GMT","Male","Postgraduate","College of Health Sciences","100","Off-campus","No","Occasionally","2","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","3-5","Increase data allowance"
"2024/06/26 12:55:26 PM GMT","Male","Postgraduate","College of Engineering","400","On-campus","Yes","Daily","3","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","0-2",""
"2024/06/25 07:46:48 AM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","400","On-campus","No","Never","5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","More than 8","Improve network connection"
"2024/06/22 07:55:14 PM GMT","Male","Masters","College of Science","300","On-campus","No","Several times a week","2","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","6-8",""
"2024/06/15 05:33:14 PM GMT","Male","Masters","College of Agriculture and Natural Resources","300","On-campus","No","Occasionally","5","No","Yes","No","No","Yes","No","Yes","No","No","Yes","0-2",""
"2024/06/20 10:01:35 AM GMT","Female","Masters","College of Art and Built Environment","300","Off-campus","Yes","Several times a week","4","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","3-5","Improve network connection"
"2024/06/30 04:46:51 AM GMT","Male","Undergraduate","School of Business","100","On-campus","Yes","Rarely","3","Yes","No","Yes","No","Yes","No","No","Yes","No","No","0-2","Cheaper data plans"
"2024/06/22 05:12:48 PM GMT","Female","Postgraduate","College of Health Sciences","100","Off-campus","Yes","Never","5","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","6-8","Increase data allowance"
"2024/06/17 10:36:47 AM GMT","Female","Masters","College of Science","400","On-campus","Yes","Rarely","4","No","No","No","No","No","No","No","No","No","No","6-8",""
"2024/06/20 07:04:13 PM GMT","Male","Undergraduate","College of Art and Built Environment","300","On-campus","Yes","Several times a week","4","Yes","No","No","No","Yes","Yes","No","Yes","No","No","3-5","Cheaper data plans"
"2024/06/22 04:46:24 AM GMT","Male","Postgraduate","College of Health Sciences","200","On-campus","No","Daily","1","No","No","Yes","Yes","No","Yes","No","No","No","No","6-8","Improve network connection"
"2024/06/21 01:44:13 AM GMT","Male","Masters","College of Humanity and Social Science","400","Off-campus","No","Rarely","4","No","Yes","Yes","No","No","Yes","No","Yes","No","No","6-8","Cheaper data plans"
"2024/07/01 10:15:28 AM GMT","Female","Masters","College of Health Sciences","400","Off-campus","No","Never","2","No","No","Yes","Yes","Yes","No","No","Yes","No","No","6-8",""
"2024/06/16 04:35:17 AM GMT","Male","Postgraduate","College of Engineering","300","On-campus","Yes","Several times a week","3","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","3-5","Increase data allowance"
"2024/06/25 08:23:18 PM GMT","Female","Postgraduate","College of Science","300","Off-campus","Yes","Rarely","3","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","6-8","Cheaper data plans"
"2024/06/30 06:42:06 PM GMT","Female","Postgraduate","College of Art and Built Environment","300","Off-campus","Yes","Daily","1","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","6-8","Improve network connection"
"2024/06/11 10:09:33 PM GMT","Female","Masters","College of Agriculture and Natural Resources","100","Off-campus","Yes","Several times a week","4","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","More than 8","Better customer service"
"2024/06/20 03:28:22 AM GMT","Male","Masters","College of Humanity and Social Science","400","Off-campus","No","Daily","2","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","More than 8",""
"2024/06/30 07:57:13 AM GMT","Male","Undergraduate","College of Humanity and Social Science","300","On-campus","No","Rarely","1","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","3-5","Increase data allowance"
"2024/06/23 11:16:22 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","400","Off-campus","No","Rarely","5","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","0-2",""
"2024/06/22 04:45:23 PM GMT","Female","Masters","College of Health Sciences","400","On-campus","Yes","Never","2","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","0-2","Better customer service"
"2024/06/29 04:37:13 AM GMT","Female","Masters","College of Agriculture and Natural Resources","300","On-campus","No","Several times a week","3","No","No","Yes","Yes","No","No","No","No","Yes","Yes","6-8","Better customer service"
"2024/06/29 09:38:26 AM GMT","Female","Postgraduate","College of Health Sciences","300","Off-campus","No","Several times a week","3","No","No","No","No","Yes","Yes","No","No","Yes","Yes","3-5","Better customer service"
"2024/06/13 11:59:29 AM GMT","Female","Masters","College of Engineering","400","On-campus","No","Rarely","1","No","Yes","No","No","Yes","No","Yes","Yes","No","No","6-8","Increase data allowance"
"2024/06/17 05:25:12 AM GMT","Female","Masters","School of Business","100","Off-campus","Yes","Several times a week","3","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","More than 8","Cheaper data plans"
"2024/06/24 03:48:09 PM GMT","Female","Masters","College of Art and Built Environment","200","On-campus","No","Daily","3","No","Yes","No","No","No","No","Yes","No","No","No","0-2","Improve network connection"
"2024/06/12 09:18:10 PM GMT","Female","Masters","School of Business","100","On-campus","Yes","Occasionally","1","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","3-5","Better customer service"
"2024/06/16 08:43:18 PM GMT","Male","Postgraduate","College of Engineering","400","Off-campus","Yes","Daily","3","No","No","Yes","No","No","No","No","Yes","No","Yes","6-8","Increase data allowance"
"2024/06/29 06:47:27 PM GMT","Male","Undergraduate","College of Engineering","200","On-campus","Yes","Rarely","5","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","0-2","Increase data allowance"
"2024/06/29 05:20:14 AM GMT","Female","Undergraduate","School of Business","300","Off-campus","No","Never","4","No","No","No","Yes","Yes","No","No","Yes","No","No","0-2","Increase data allowance"
"2024/06/19 09:39:38 PM GMT","Male","Undergraduate","College of Health Sciences","300","On-campus","Yes","Several times a week","2","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","0-2",""
"2024/06/12 01:13:01 AM GMT","Male","Masters","College of Engineering","300","On-campus","No","Several times a week","2","No","No","No","No","Yes","No","Yes","Yes","No","No","3-5","Improve network connection"
"2024/06/30 10:01:51 AM GMT","Female","Masters","College of Agriculture and Natural Resources","300","On-campus","No","Rarely","3","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","6-8","Better customer service"
"2024/06/29 12:36:08 AM GMT","Female","Masters","College of Humanity and Social Science","100","On-campus","Yes","Occasionally","4","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","More than 8",""
"2024/06/15 04:11:09 PM GMT","Female","Postgraduate","School of Business","100","Off-campus","No","Several times a week","2","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","3-5","Improve network connection"
"2024/06/15 11:57:30 PM GMT","Female","Undergraduate","College of Engineering","400","On-campus","Yes","Rarely","4","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","More than 8","Cheaper data plans"
"2024/06/20 05:33:55 AM GMT","Male","Undergraduate","College of Engineering","300","On-campus","No","Never","1","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","6-8","Cheaper data plans"
"2024/06/27 11:51:04 PM GMT","Male","Undergraduate","College of Art and Built Environment","100","On-campus","Yes","Occasionally","1","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","0-2","Improve network connection"
"2024/06/20 05:00:13 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","200","Off-campus","No","Rarely","1","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","3-5","Increase data allowance"
"2024/06/23 05:01:12 AM GMT","Female","Masters","College of Science","300","On-campus","No","Never","5","No","Yes","No","Yes","No","No","Yes","Yes","No","No","3-5",""
"2024/06/22 12:50:09 PM GMT","Female","Postgraduate","School of Business","300","Off-campus","No","Never","4","No","Yes","No","No","No","Yes","No","Yes","No","Yes","3-5",""
"2024/06/24 10:19:48 PM GMT","Female","Masters","School of Business","400","On-campus","Yes","Rarely","1","No","Yes","Yes","Yes","No","No","No","No","No","Yes","0-2",""
"2024/06/27 12:30:56 AM GMT","Female","Postgraduate","College of Health Sciences","400","On-campus","No","Daily","4","Yes","No","Yes","No","No","No","Yes","Yes","No","No","0-2","Improve network connection"
"2024/06/19 12:13:33 AM GMT","Female","Masters","College of Art and Built Environment","300","Off-campus","Yes","Rarely","3","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","6-8","Increase data allowance"
"2024/06/23 11:28:08 PM GMT","Male","Undergraduate","College of Engineering","300","Off-campus","No","Occasionally","4","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","More than 8","Cheaper data plans"
"2024/06/21 10:13:52 PM GMT","Female","Masters","College of Humanity and Social Science","400","Off-campus","No","Daily","5","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","6-8","Increase data allowance"
"2024/06/25 04:19:08 PM GMT","Male","Masters","College of Humanity and Social Science","200","Off-campus","Yes","Never","2","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","0-2","Cheaper data plans"
"2024/06/23 09:25:17 PM GMT","Female","Postgraduate","College of Science","100","Off-campus","No","Daily","5","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","3-5","Increase data allowance"
"2024/06/17 03:08:34 PM GMT","Male","Undergraduate","College of Health Sciences","100","Off-campus","Yes","Never","5","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","More than 8","Cheaper data plans"
"2024/06/11 05:43:41 PM GMT","Male","Undergraduate","College of Science","300","On-campus","Yes","Never","2","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","6-8","Increase data allowance"
"2024/06/15 07:41:03 AM GMT","Female","Postgraduate","College of Science","200","Off-campus","Yes","Rarely","5","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","3-5","Increase data allowance"
"2024/06/14 08:17:15 PM GMT","Male","Postgraduate","College of Science","400","On-campus","Yes","Rarely","5","No","No","Yes","No","Yes","Yes","No","No","No","No","More than 8","Increase data allowance"
"2024/06/16 10:21:32 AM GMT","Male","Masters","College of Science","300","Off-campus","No","Never","5","Yes","Yes","No","No","Yes","No","No","Yes","No","No","0-2",""
"2024/07/01 11:27:57 PM GMT","Male","Postgraduate","College of Art and Built Environment","200","On-campus","Yes","Never","2","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","6-8","Cheaper data plans"
"2024/06/28 10:05:41 AM GMT","Female","Postgraduate","College of Humanity and Social Science","300","On-campus","Yes","Daily","1","Yes","No","Yes","No","No","No","Yes","Yes","No","No","0-2","Increase data allowance"
"2024/07/01 01:18:10 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","200","On-campus","No","Daily","3","No","No","Yes","No","Yes","Yes","No","No","No","No","More than 8",""
"2024/06/26 07:30:26 PM GMT","Male","Undergraduate","College of Art and Built Environment","400","On-campus","Yes","Occasionally","2","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","3-5","Cheaper data plans"
"2024/07/01 06:43:51 PM GMT","Female","Masters","College of Engineering","100","Off-campus","No","Never","1","Yes","No","No","No","No","No","No","No","No","Yes","More than 8","Increase data allowance"
"2024/06/30 08:06:37 PM GMT","Male","Undergraduate","College of Engineering","100","Off-campus","Yes","Several times a week","1","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","6-8",""
"2024/06/20 01:18:43 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","400","On-campus","No","Daily","4","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","0-2","Better customer service"
"2024/06/15 03:11:19 AM GMT","Male","Postgraduate","College of Health Sciences","100","Off-campus","Yes","Rarely","4","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","6-8","Cheaper data plans"
"2024/06/29 03:23:40 AM GMT","Male","Undergraduate","School of Business","300","On-campus","No","Several times a week","3","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","6-8",""
"2024/06/21 01:24:37 AM GMT","Female","Undergraduate","College of Engineering","200","On-campus","No","Never","4","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","3-5","Cheaper data plans"
"2024/06/22 06:45:12 AM GMT","Female","Masters","College of Humanity and Social Science","300","Off-campus","No","Rarely","1","No","No","Yes","No","No","Yes","No","Yes","No","Yes","6-8","Better customer service"
"2024/06/16 01:12:41 PM GMT","Male","Masters","College of Science","300","On-campus","No","Occasionally","2","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","More than 8","Better customer service"
"2024/06/24 07:49:32 PM GMT","Male","Postgraduate","College of Art and Built Environment","400","Off-campus","Yes","Occasionally","1","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","More than 8","Better customer service"
"2024/06/19 01:02:24 AM GMT","Female","Postgraduate","College of Art and Built Environment","100","On-campus","No","Never","2","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","6-8","Better customer service"
"2024/06/16 09:59:14 AM GMT","Male","Masters","School of Business","100","On-campus","Yes","Never","1","Yes","No","No","No","No","No","No","Yes","Yes","Yes","6-8","Better customer service"
"2024/06/16 09:03:47 AM GMT","Female","Undergraduate","College of Art and Built Environment","200","Off-campus","Yes","Occasionally","2","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","More than 8","Better customer service"
"2024/06/22 05:15:47 PM GMT","Female","Postgraduate","College of Humanity and Social Science","300","Off-campus","No","Daily","1","No","Yes","No","No","No","Yes","No","Yes","No","No","3-5","Increase data allowance"
"2024/06/30 10:52:26 PM GMT","Male","Masters","College of Art and Built Environment","400","Off-campus","Yes","Daily","5","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","3-5","Increase data allowance"
"2024/06/16 07:29:20 AM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Rarely","3","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","6-8","Cheaper data plans"
"2024/06/20 10:05:06 AM GMT","Male","Masters","College of Agriculture and Natural Resources","200","On-campus","Yes","Never","4","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","More than 8","Better customer service"
"2024/06/16 07:48:22 AM GMT","Male","Undergraduate","School of Business","400","On-campus","Yes","Daily","5","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","3-5","Cheaper data plans"
"2024/06/29 01:05:24 AM GMT","Female","Postgraduate","College of Engineering","200","Off-campus","Yes","Occasionally","3","Yes","No","No","Yes","No","Yes","No","No","No","Yes","6-8","Cheaper data plans"
"2024/06/20 04:27:12 AM GMT","Female","Masters","College of Humanity and Social Science","200","On-campus","No","Rarely","2","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","0-2","Better customer service"
"2024/06/27 05:01:19 AM GMT","Female","Postgraduate","College of Health Sciences","300","Off-campus","Yes","Occasionally","3","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","6-8","Cheaper data plans"
"2024/06/23 05:17:21 PM GMT","Male","Postgraduate","College of Engineering","400","On-campus","Yes","Daily","3","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","3-5","Increase data allowance"
"2024/06/20 08:19:06 PM GMT","Male","Undergraduate","College of Science","200","On-campus","No","Daily","5","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","3-5","Improve network connection"
"2024/06/14 09:07:02 PM GMT","Female","Postgraduate","College of Science","300","On-campus","No","Several times a week","5","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","3-5","Improve network connection"
"2024/06/15 07:32:58 AM GMT","Female","Undergraduate","College of Health Sciences","300","On-campus","No","Occasionally","4","No","No","No","Yes","No","Yes","Yes","No","No","No","6-8","Improve network connection"
"2024/06/12 01:28:31 PM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","400","On-campus","No","Several times a week","1","No","No","No","Yes","No","Yes","Yes","Yes","No","No","6-8","Cheaper data plans"
"2024/06/25 09:42:33 PM GMT","Male","Masters","College of Agriculture and Natural Resources","400","Off-campus","Yes","Several times a week","1","Yes","No","Yes","Yes","No","No","No","No","No","Yes","6-8",""
"2024/06/11 12:37:30 PM GMT","Male","Masters","College of Humanity and Social Science","100","On-campus","No","Several times a week","3","No","Yes","No","Yes","No","Yes","No","Yes","No","No","0-2","Improve network connection"
"2024/06/19 10:11:30 AM GMT","Male","Postgraduate","College of Art and Built Environment","100","Off-campus","Yes","Occasionally","3","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","More than 8","Improve network connection"
"2024/06/12 05:57:02 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Daily","4","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","6-8","Cheaper data plans"
"2024/06/12 12:35:02 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","400","On-campus","No","Occasionally","4","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","0-2","Increase data allowance"
"2024/06/12 05:45:57 PM GMT","Male","Undergraduate","College of Science","100","Off-campus","No","Never","3","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/22 08:53:56 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","300","On-campus","Yes","Daily","1","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","3-5",""
"2024/06/22 07:49:54 PM GMT","Male","Undergraduate","College of Humanity and Social Science","200","On-campus","No","Never","3","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","3-5","Cheaper data plans"
"2024/06/18 09:34:30 PM GMT","Male","Masters","College of Science","400","On-campus","No","Several times a week","5","Yes","No","No","No","Yes","No","Yes","No","No","Yes","3-5",""
"2024/06/14 11:12:32 AM GMT","Female","Masters","College of Science","400","On-campus","No","Daily","2","No","Yes","Yes","No","No","No","No","No","Yes","Yes","6-8","Cheaper data plans"
"2024/07/01 11:04:57 AM GMT","Male","Postgraduate","School of Business","400","Off-campus","Yes","Rarely","4","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","3-5","Improve network connection"
"2024/06/20 10:54:36 AM GMT","Male","Masters","College of Health Sciences","100","Off-campus","No","Rarely","4","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","0-2","Better customer service"
"2024/06/19 02:09:11 AM GMT","Female","Undergraduate","College of Humanity and Social Science","100","Off-campus","Yes","Daily","5","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","More than 8","Cheaper data plans"
"2024/06/17 01:06:32 PM GMT","Female","Undergraduate","College of Engineering","300","On-campus","No","Occasionally","5","No","No","No","No","No","Yes","No","Yes","Yes","No","6-8",""
"2024/06/18 05:00:14 AM GMT","Female","Undergraduate","School of Business","400","On-campus","Yes","Occasionally","3","No","Yes","No","Yes","Yes","Yes","No","No","No","No","3-5","Improve network connection"
"2024/06/22 10:27:25 AM GMT","Male","Postgraduate","College of Engineering","100","Off-campus","Yes","Never","5","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","6-8","Improve network connection"
"2024/06/25 05:53:55 PM GMT","Female","Postgraduate","College of Art and Built Environment","100","On-campus","No","Several times a week","2","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","6-8",""
"2024/06/28 12:56:53 PM GMT","Female","Postgraduate","College of Engineering","300","On-campus","Yes","Occasionally","5","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","3-5","Cheaper data plans"
"2024/06/16 02:03:10 AM GMT","Female","Masters","College of Humanity and Social Science","100","Off-campus","No","Daily","2","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","More than 8",""
"2024/06/21 07:29:21 PM GMT","Male","Masters","College of Science","300","Off-campus","Yes","Rarely","4","No","Yes","No","Yes","Yes","Yes","No","No","No","No","6-8","Improve network connection"
"2024/06/12 11:50:44 PM GMT","Male","Postgraduate","College of Art and Built Environment","100","Off-campus","Yes","Rarely","4","No","No","No","No","No","No","Yes","No","Yes","No","3-5","Increase data allowance"
"2024/06/13 10:19:23 PM GMT","Female","Masters","College of Science","100","Off-campus","Yes","Several times a week","3","Yes","Yes","No","No","No","No","No","Yes","Yes","No","3-5",""
"2024/06/27 06:18:22 PM GMT","Female","Postgraduate","College of Science","100","Off-campus","Yes","Several times a week","1","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","0-2",""
"2024/06/11 08:53:35 PM GMT","Female","Postgraduate","College of Science","300","Off-campus","No","Daily","5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","More than 8","Cheaper data plans"
"2024/06/12 08:55:14 PM GMT","Male","Postgraduate","College of Humanity and Social Science","200","Off-campus","Yes","Never","5","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","6-8",""
"2024/06/30 03:26:58 AM GMT","Female","Masters","College of Health Sciences","200","On-campus","Yes","Never","2","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","6-8","Improve network connection"
"2024/06/19 03:23:17 PM GMT","Female","Masters","College of Agriculture and Natural Resources","100","Off-campus","No","Occasionally","4","Yes","No","No","Yes","No","No","Yes","No","Yes","No","6-8",""
"2024/06/12 07:22:26 PM GMT","Female","Masters","College of Humanity and Social Science","100","On-campus","Yes","Rarely","5","No","No","Yes","No","No","No","No","No","Yes","No","More than 8","Cheaper data plans"
"2024/06/15 04:56:29 AM GMT","Female","Masters","College of Engineering","400","Off-campus","No","Several times a week","5","No","Yes","No","Yes","Yes","No","Yes","No","No","No","More than 8","Improve network connection"
"2024/06/13 01:12:07 PM GMT","Female","Undergraduate","College of Science","100","On-campus","No","Daily","3","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","3-5","Cheaper data plans"
"2024/06/11 03:17:18 PM GMT","Male","Masters","College of Engineering","100","On-campus","Yes","Never","5","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","0-2","Improve network connection"
"2024/06/18 09:05:00 PM GMT","Female","Masters","College of Health Sciences","300","Off-campus","No","Rarely","1","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","0-2","Improve network connection"
"2024/06/22 10:40:25 PM GMT","Male","Postgraduate","College of Science","300","On-campus","Yes","Several times a week","5","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","More than 8",""
"2024/06/18 08:21:15 AM GMT","Female","Postgraduate","College of Engineering","200","Off-campus","Yes","Several times a week","2","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","3-5","Increase data allowance"
