Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Voice_Calls,Mobile_Data_Internet,SMS_Text_Messaging,Data_Exhaustion,Other_Networks,Poor_Network_Quality_Coverage,Insufficient_Data_Allowance,Unsatisfactory_Customer_Service,High_Costs_Pricing,Monthly_Data_Usage
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Never,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.52
Female,School of Business,Yes,500,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.57
Female,College of Science,Yes,100,Off-campus,Yes,Daily,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.3
Male,College of Engineering,No,300,Off-campus,No,Daily,1,Yes,No,Yes,No,Yes,No,No,No,No,4.27
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.93
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10.0
Male,College of Science,Yes,400,Off-campus,No,Occasionally,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.9
Female,School of Business,Yes,100,Off-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.12
Female,School of Business,Yes,400,Off-campus,No,Several times a week,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.77
Male,College of Humanity and Social Science,Yes,400,Off-campus,No,Several times a week,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.33
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,1,Yes,Yes,Yes,No,Yes,No,No,No,No,6.28
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Several times a week,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6.18
Female,School of Business,Yes,300,On-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.03
Female,School of Business,Yes,400,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.08
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Daily,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,4.61
Male,College of Humanity and Social Science,No,500,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,5.41
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.22
Male,College of Engineering,Yes,300,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.33
Male,College of Art and Built Environment,No,500,Off-campus,No,Occasionally,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4.43
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.5
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.83
Male,School of Business,Yes,600,Off-campus,No,Never,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7.97
Female,College of Science,Yes,400,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.91
Male,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.3
Male,College of Engineering,No,100,Off-campus,Yes,Several times a week,4,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,8.26
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.7
Male,College of Agriculture and Natural Resources,No,200,Off-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.25
Male,School of Business,Yes,500,On-campus,No,Daily,5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,4.95
Male,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10.0
Female,College of Engineering,Yes,300,Off-campus,No,Rarely,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.92
Female,College of Science,No,300,Off-campus,No,Daily,3,Yes,Yes,No,No,Yes,Yes,No,No,Yes,2.35
Male,School of Business,Yes,100,Off-campus,No,Rarely,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.9
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Never,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,8.65
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Daily,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.41
Female,College of Art and Built Environment,Yes,600,Off-campus,No,Daily,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,6.17
Female,College of Agriculture and Natural Resources,No,500,On-campus,Yes,Several times a week,4,Yes,No,Yes,No,Yes,No,No,No,Yes,6.55
Male,College of Science,Yes,300,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.1
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.33
Female,School of Business,Yes,200,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.11
Female,College of Science,Yes,100,Off-campus,Yes,Several times a week,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,9.3
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7.01
Male,College of Engineering,Yes,300,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.58
Female,School of Business,No,400,On-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,10.41
Male,College of Science,Yes,100,Off-campus,Yes,Occasionally,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.87
Male,School of Business,Yes,300,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.1
Female,College of Humanity and Social Science,No,400,Off-campus,Yes,Occasionally,4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5.45
Male,College of Humanity and Social Science,Yes,100,On-campus,Yes,Occasionally,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,5.46
Female,College of Engineering,Yes,300,On-campus,No,Occasionally,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6.74
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.64
Male,College of Science,No,400,Off-campus,No,Daily,5,Yes,Yes,No,No,Yes,Yes,No,No,Yes,8.14
Female,College of Agriculture and Natural Resources,No,100,On-campus,Yes,Daily,2,Yes,Yes,No,No,Yes,No,No,No,No,8.65
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.21
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Never,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6.8
Male,School of Business,Yes,200,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.97
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.41
Male,College of Humanity and Social Science,No,100,Off-campus,Yes,Daily,3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,1.55
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.08
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Occasionally,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8.66
Male,College of Science,Yes,200,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.59
Male,College of Science,Yes,300,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.62
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Daily,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8.59
Male,School of Business,Yes,500,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7.78
Female,School of Business,Yes,400,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.41
Female,College of Art and Built Environment,No,200,Off-campus,No,Rarely,1,Yes,Yes,Yes,No,Yes,No,No,No,No,2.3
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,No,Several times a week,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.21
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.2
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.55
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Several times a week,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.59
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,8.66
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,7.79
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.74
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.49
Male,College of Engineering,Yes,200,Off-campus,Yes,Daily,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.77
Female,College of Science,Yes,600,On-campus,No,Several times a week,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6.66
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1.45
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Occasionally,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.04
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Several times a week,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6.23
Male,College of Science,Yes,200,Off-campus,Yes,Several times a week,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.69
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.76
Male,School of Business,Yes,400,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9.45
Male,College of Agriculture and Natural Resources,No,400,On-campus,No,Occasionally,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,4.75
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.59
Female,School of Business,Yes,100,Off-campus,Yes,Several times a week,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.82
Male,School of Business,Yes,600,On-campus,Yes,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.25
Female,School of Business,Yes,500,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.19
Male,College of Humanity and Social Science,No,300,On-campus,Yes,Daily,4,Yes,Yes,No,Yes,Yes,No,No,No,No,1.75
Female,College of Art and Built Environment,No,400,Off-campus,No,Occasionally,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,0.5
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Daily,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.23
Male,College of Humanity and Social Science,No,200,Off-campus,Yes,Occasionally,3,Yes,No,Yes,No,Yes,No,No,Yes,No,6.6
Female,College of Engineering,Yes,200,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.21
Female,College of Science,Yes,100,Off-campus,No,Several times a week,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9.64
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5.67
Female,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.24
Male,College of Agriculture and Natural Resources,Yes,600,Off-campus,Yes,Occasionally,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.73
Male,College of Art and Built Environment,Yes,600,On-campus,No,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.12
Male,College of Engineering,No,100,Off-campus,No,Occasionally,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.16
Male,College of Engineering,No,100,On-campus,Yes,Occasionally,3,Yes,No,Yes,No,Yes,Yes,No,No,No,2.41
Female,College of Humanity and Social Science,No,400,On-campus,No,Several times a week,5,Yes,Yes,No,No,Yes,No,Yes,No,Yes,1.06
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.89
Female,College of Art and Built Environment,Yes,500,On-campus,Yes,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.61
Male,College of Humanity and Social Science,No,400,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,3.58
Female,College of Art and Built Environment,Yes,200,Off-campus,Yes,Occasionally,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.02
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.09
Male,College of Science,Yes,500,Off-campus,Yes,Several times a week,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,7.98
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.0
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Occasionally,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.87
Male,College of Engineering,Yes,300,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.33
Male,College of Engineering,No,100,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,8.07
Male,College of Science,Yes,100,Off-campus,Yes,Several times a week,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.76
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.54
Female,College of Science,Yes,200,Off-campus,Yes,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.62
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Daily,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.99
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,10.46
Male,College of Art and Built Environment,Yes,200,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.14
Female,College of Engineering,Yes,200,Off-campus,Yes,Daily,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,9.44
Male,College of Engineering,No,400,Off-campus,No,Never,1,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,9.56
Female,College of Agriculture and Natural Resources,No,500,On-campus,No,Occasionally,1,Yes,Yes,Yes,No,No,No,No,No,No,1.94
Male,College of Humanity and Social Science,Yes,600,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.61
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.96
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.94
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Occasionally,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6.32
Female,College of Engineering,Yes,200,Off-campus,No,Occasionally,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10.04
Female,School of Business,Yes,100,Off-campus,Yes,Daily,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.93
Female,College of Engineering,Yes,600,Off-campus,No,Several times a week,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.56
Female,College of Engineering,Yes,300,Off-campus,No,Never,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.36
Female,College of Science,Yes,400,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.34
Female,College of Art and Built Environment,Yes,100,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.72
Male,College of Engineering,Yes,200,On-campus,No,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.22
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Several times a week,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.89
Female,College of Humanity and Social Science,No,100,On-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7.38
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Science,Yes,100,Off-campus,Yes,Occasionally,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.82
Male,College of Art and Built Environment,Yes,300,On-campus,No,Occasionally,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,5.39
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.14
Male,School of Business,No,200,On-campus,No,Daily,2,No,Yes,Yes,Yes,No,No,No,Yes,No,7.01
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.56
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.81
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.88
Female,College of Engineering,No,400,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,9.78
Male,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.13
Female,College of Science,No,300,Off-campus,Yes,Never,4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,1.64
Male,College of Agriculture and Natural Resources,No,500,On-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,3.44
Male,School of Business,Yes,500,Off-campus,No,Occasionally,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.17
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Several times a week,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1.34
Female,College of Engineering,Yes,600,On-campus,No,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.46
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.32
Male,College of Agriculture and Natural Resources,Yes,400,On-campus,Yes,Several times a week,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.59
Female,College of Engineering,Yes,400,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.74
Male,College of Engineering,Yes,200,Off-campus,No,Occasionally,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6.22
Male,College of Humanity and Social Science,Yes,300,Off-campus,No,Daily,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.7
Female,School of Business,No,300,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0.84
Male,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.05
Male,College of Engineering,Yes,300,Off-campus,No,Never,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.45
Female,School of Business,Yes,400,Off-campus,Yes,Never,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.09
Male,College of Engineering,Yes,200,On-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.18
Female,College of Science,Yes,300,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.63
Female,School of Business,No,600,Off-campus,No,Occasionally,2,Yes,Yes,Yes,No,No,No,No,No,No,6.56
Female,College of Engineering,Yes,100,Off-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.74
Female,College of Art and Built Environment,No,400,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,No,No,No,5.97
Female,College of Humanity and Social Science,Yes,600,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.74
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.19
Male,College of Science,Yes,400,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.94
Female,School of Business,Yes,100,Off-campus,No,Daily,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.83
Male,School of Business,Yes,100,Off-campus,No,Several times a week,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,8.18
Female,College of Humanity and Social Science,No,300,Off-campus,Yes,Several times a week,5,Yes,No,Yes,No,Yes,No,Yes,No,No,6.56
Male,College of Engineering,Yes,300,On-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.74
Female,College of Engineering,Yes,100,Off-campus,No,Occasionally,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.81
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1.28
Male,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Occasionally,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.81
Female,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.4
Female,College of Science,Yes,100,Off-campus,Yes,Several times a week,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,8.86
Female,College of Agriculture and Natural Resources,No,200,Off-campus,Yes,Several times a week,2,Yes,No,Yes,No,No,No,Yes,No,Yes,1.95
Female,School of Business,Yes,400,Off-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.14
Male,College of Humanity and Social Science,No,500,Off-campus,Yes,Daily,3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,8.72
Female,College of Engineering,Yes,100,On-campus,No,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.97
Male,College of Humanity and Social Science,No,400,Off-campus,No,Several times a week,2,Yes,Yes,No,No,Yes,No,No,No,Yes,8.3
Female,College of Humanity and Social Science,No,500,Off-campus,No,Daily,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.87
Male,College of Humanity and Social Science,No,300,Off-campus,No,Daily,2,No,Yes,Yes,Yes,Yes,No,No,No,No,9.52
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.19
Female,School of Business,Yes,100,Off-campus,No,Occasionally,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.18
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Several times a week,5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.45
Female,College of Engineering,No,200,Off-campus,No,Daily,4,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,9.65
Male,School of Business,No,500,On-campus,Yes,Occasionally,4,No,No,Yes,No,Yes,No,Yes,Yes,Yes,9.06
Male,College of Engineering,Yes,100,Off-campus,Yes,Rarely,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.57
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Occasionally,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.62
Female,College of Engineering,Yes,600,Off-campus,No,Occasionally,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.62
Male,College of Science,Yes,200,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.25
Female,College of Engineering,No,300,Off-campus,No,Never,3,Yes,Yes,Yes,No,Yes,No,No,Yes,No,4.5
Female,College of Science,Yes,500,Off-campus,No,Daily,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.16
Female,College of Agriculture and Natural Resources,Yes,300,On-campus,Yes,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.98
Female,College of Engineering,Yes,600,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.75
Male,College of Science,Yes,300,Off-campus,No,Several times a week,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10.04
Female,College of Engineering,No,100,Off-campus,No,Several times a week,4,No,Yes,Yes,No,No,No,Yes,No,No,6.15
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
Male,College of Engineering,Yes,200,Off-campus,No,Occasionally,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3.29
Female,College of Humanity and Social Science,No,400,Off-campus,Yes,Daily,2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,3.03
Female,College of Engineering,Yes,100,On-campus,No,Occasionally,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.25
