Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Voice_Calls,Mobile_Data_Internet,SMS_Text_Messaging,Data_Exhaustion,Other_Networks,Poor_Network_Quality_Coverage,Insufficient_Data_Allowance,Unsatisfactory_Customer_Service,High_Costs_Pricing,Monthly_Data_Usage
Male,College of Science,Yes,100,On-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,No,No,Yes,No,9.26
Male,College of Humanities and Social Sciences,No,400,Off-campus,Yes,Rarely,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8.45
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Several times a week,2,No,No,No,No,Yes,No,Yes,No,Yes,3.59
Female,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Rarely,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.24
Female,College of Science,No,200,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.26
Female,College of Engineering,Yes,300,Off-campus,No,Several times a week,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,3.71
Male,College of Art and Built Environment,No,200,On-campus,No,Occasionally,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.53
Female,College of Health Sciences,Yes,200,Off-campus,Yes,Occasionally,5,No,Yes,Yes,No,Yes,No,No,No,No,9.27
Male,College of Agriculture and Natural Resources,No,400,On-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.64
Male,College of Agriculture and Natural Resources,No,200,Off-campus,No,Never,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.56
Female,College of Humanities and Social Sciences,Yes,100,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,No,No,Yes,No,1.94
Female,College of Engineering,No,300,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.51
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Several times a week,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,8.76
Female,College of Humanities and Social Sciences,No,300,Off-campus,No,Daily,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1.69
Male,College of Health Sciences,No,400,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.94
Female,College of Agriculture and Natural Resources,No,300,Off-campus,No,Occasionally,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.86
Female,College of Engineering,No,100,Off-campus,Yes,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.51
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.3
Female,College of Science,No,400,On-campus,Yes,Several times a week,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.74
Male,College of Health Sciences,No,200,Off-campus,Yes,Several times a week,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.15
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.38
Female,College of Agriculture and Natural Resources,No,100,On-campus,Yes,Several times a week,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7.97
Male,College of Agriculture and Natural Resources,No,300,On-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.76
Female,College of Art and Built Environment,No,300,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.31
Male,College of Art and Built Environment,No,200,On-campus,Yes,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.07
Male,College of Engineering,No,400,On-campus,Yes,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.41
Male,College of Engineering,No,100,Off-campus,No,Daily,2,No,No,No,No,Yes,Yes,Yes,Yes,Yes,8.3
Male,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4.64
Female,College of Science,No,400,Off-campus,No,Never,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.43
Male,College of Art and Built Environment,Yes,300,On-campus,No,Rarely,2,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5.31
Male,College of Art and Built Environment,No,200,Off-campus,No,Daily,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.06
Female,College of Science,No,600,Off-campus,No,Daily,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3.75
Female,College of Art and Built Environment,Yes,200,Off-campus,Yes,Occasionally,5,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,6.01
Female,College of Humanities and Social Sciences,Yes,300,Off-campus,Yes,Several times a week,4,Yes,No,Yes,No,Yes,No,No,No,No,5.39
Female,College of Engineering,No,100,Off-campus,No,Several times a week,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.61
Female,College of Engineering,No,100,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.66
Male,College of Science,Yes,100,Off-campus,No,Occasionally,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4.26
Male,College of Health Sciences,Yes,100,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,No,Yes,No,No,Yes,4.96
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,No,Daily,5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,9.41
Female,College of Humanities and Social Sciences,No,400,Off-campus,Yes,Occasionally,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7.34
Male,College of Health Sciences,No,200,Off-campus,No,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.2
Female,College of Engineering,No,400,Off-campus,Yes,Never,4,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,1.62
Female,College of Art and Built Environment,No,300,Off-campus,Yes,Rarely,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.43
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.0
Female,College of Health Sciences,No,100,On-campus,Yes,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.0
Female,College of Humanities and Social Sciences,No,200,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.2
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,Yes,No,No,No,No,4.65
Female,College of Engineering,Yes,100,Off-campus,Yes,Daily,5,Yes,No,Yes,Yes,Yes,No,Yes,No,No,8.0
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.71
Female,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0.5
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Daily,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.88
Male,College of Art and Built Environment,No,400,On-campus,No,Rarely,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.33
Male,College of Health Sciences,No,300,On-campus,No,Several times a week,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7.27
Male,College of Humanities and Social Sciences,No,400,Off-campus,No,Daily,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.36
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Several times a week,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.62
Male,College of Science,No,200,Off-campus,No,Several times a week,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Male,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.23
Female,College of Science,Yes,600,Off-campus,Yes,Rarely,2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3.4
Female,College of Health Sciences,No,300,On-campus,Yes,Rarely,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.94
Male,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Several times a week,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.73
Female,College of Science,No,400,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.92
Female,College of Science,Yes,200,Off-campus,No,Daily,4,No,Yes,No,No,Yes,No,No,No,No,1.23
Female,College of Humanities and Social Sciences,Yes,100,Off-campus,Yes,Daily,1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1.32
Female,College of Health Sciences,No,200,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9.71
Female,College of Health Sciences,No,200,Off-campus,No,Occasionally,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.69
Female,College of Health Sciences,No,600,Off-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.98
Male,College of Engineering,No,100,Off-campus,No,Occasionally,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.31
Female,College of Humanities and Social Sciences,Yes,400,Off-campus,No,Occasionally,5,Yes,Yes,Yes,No,Yes,No,No,No,No,6.95
Female,College of Health Sciences,Yes,300,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,8.89
Male,College of Art and Built Environment,No,300,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.34
Female,College of Engineering,No,200,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.88
Female,College of Art and Built Environment,No,400,Off-campus,Yes,Never,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1.89
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.12
Male,College of Science,Yes,400,Off-campus,No,Occasionally,5,No,Yes,Yes,Yes,Yes,No,No,Yes,No,0.69
Male,College of Art and Built Environment,Yes,200,On-campus,Yes,Several times a week,3,No,Yes,Yes,No,Yes,Yes,No,Yes,No,6.36
Female,College of Agriculture and Natural Resources,No,100,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.47
Female,College of Humanities and Social Sciences,No,200,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.04
Female,College of Science,No,300,Off-campus,Yes,Never,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.07
Male,College of Engineering,No,400,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.58
Female,College of Art and Built Environment,Yes,200,On-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,9.49
Male,College of Science,Yes,300,Off-campus,Yes,Several times a week,1,Yes,No,Yes,Yes,Yes,No,No,No,No,5.15
Female,College of Science,No,500,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.01
Male,College of Science,No,300,Off-campus,No,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.57
Male,College of Health Sciences,No,400,Off-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.58
Female,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.3
Female,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.03
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,7.14
Male,College of Health Sciences,No,400,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.7
Female,College of Humanities and Social Sciences,No,400,Off-campus,Yes,Never,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.72
Female,College of Humanities and Social Sciences,No,300,Off-campus,No,Daily,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.61
Female,College of Health Sciences,No,100,Off-campus,Yes,Several times a week,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.04
Female,College of Science,No,100,Off-campus,Yes,Occasionally,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.69
Male,College of Health Sciences,Yes,400,Off-campus,No,Daily,4,Yes,No,No,Yes,Yes,Yes,Yes,No,No,5.6
Female,College of Humanities and Social Sciences,Yes,400,Off-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,No,No,No,No,5.73
Female,College of Humanities and Social Sciences,No,100,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0
Female,College of Health Sciences,No,200,Off-campus,No,Occasionally,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.27
Male,College of Humanities and Social Sciences,No,200,Off-campus,No,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.36
Male,College of Science,No,600,Off-campus,No,Occasionally,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4.44
Male,College of Science,Yes,200,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,3.5
Male,College of Science,No,600,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.97
Male,College of Health Sciences,Yes,400,Off-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2.58
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,4,Yes,No,Yes,No,Yes,No,Yes,No,No,2.32
Male,College of Engineering,Yes,300,Off-campus,Yes,Never,3,Yes,Yes,Yes,No,Yes,No,Yes,No,No,5.29
Male,College of Health Sciences,No,400,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.79
Female,College of Science,No,300,Off-campus,No,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.75
Male,College of Art and Built Environment,Yes,200,On-campus,No,Several times a week,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1.68
Male,College of Engineering,No,300,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.14
Male,College of Art and Built Environment,No,300,On-campus,No,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.76
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Rarely,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.7
Female,College of Health Sciences,No,100,Off-campus,Yes,Daily,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.33
Female,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,Yes,No,No,Yes,No,5.61
Male,College of Health Sciences,No,300,Off-campus,No,Daily,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.2
Female,College of Science,No,100,Off-campus,Yes,Several times a week,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1.63
Female,College of Engineering,No,300,On-campus,No,Occasionally,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.34
Female,College of Humanities and Social Sciences,No,400,Off-campus,Yes,Occasionally,5,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9.34
Male,College of Health Sciences,No,500,Off-campus,No,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7.56
Female,College of Science,No,300,On-campus,No,Occasionally,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7.58
Male,College of Science,No,300,Off-campus,No,Daily,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.76
Female,College of Health Sciences,No,300,On-campus,No,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.04
Male,College of Humanities and Social Sciences,Yes,300,Off-campus,Yes,Daily,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,5.56
Male,College of Health Sciences,No,300,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.3
Female,College of Humanities and Social Sciences,No,200,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.31
Female,College of Humanities and Social Sciences,No,400,Off-campus,No,Occasionally,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.01
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,3,No,Yes,No,Yes,No,Yes,Yes,No,No,5.92
Male,College of Engineering,No,300,On-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Male,College of Engineering,No,400,Off-campus,No,Daily,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,0.5
Male,College of Humanities and Social Sciences,No,200,Off-campus,Yes,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.86
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Several times a week,2,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,0.7
Male,College of Humanities and Social Sciences,No,300,Off-campus,No,Several times a week,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.91
Male,College of Humanities and Social Sciences,No,100,Off-campus,No,Several times a week,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.27
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,No,No,No,No,5.51
Male,College of Agriculture and Natural Resources,No,200,Off-campus,No,Daily,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.34
Male,College of Art and Built Environment,No,300,Off-campus,Yes,Several times a week,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2.3
Male,College of Engineering,No,200,On-campus,No,Several times a week,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,8.73
Female,College of Engineering,No,200,Off-campus,Yes,Daily,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.03
Male,College of Art and Built Environment,No,300,Off-campus,No,Daily,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,1.95
Male,College of Engineering,No,200,On-campus,No,Daily,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.05
Female,College of Art and Built Environment,No,100,Off-campus,No,Occasionally,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7.4
Female,College of Engineering,No,300,On-campus,No,Never,5,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.96
Male,College of Health Sciences,Yes,300,Off-campus,No,Several times a week,2,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,4.44
Female,College of Science,No,100,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.77
Male,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Occasionally,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.22
Male,College of Engineering,Yes,300,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1.07
Male,College of Art and Built Environment,No,100,Off-campus,No,Daily,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9.01
Male,College of Science,Yes,400,On-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,No,Yes,No,No,No,4.82
Female,College of Science,Yes,400,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5.26
Female,College of Health Sciences,No,100,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.6
Female,College of Health Sciences,No,100,Off-campus,Yes,Several times a week,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.13
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.4
Female,College of Engineering,Yes,100,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,No,No,No,No,3.24
Female,College of Science,No,500,Off-campus,Yes,Never,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.88
Male,College of Science,No,200,Off-campus,Yes,Several times a week,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.92
Female,College of Science,Yes,100,Off-campus,Yes,Several times a week,2,Yes,No,Yes,No,Yes,No,No,No,No,5.01
Female,College of Art and Built Environment,No,200,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.87
Male,College of Engineering,No,300,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.75
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Several times a week,1,Yes,No,Yes,No,Yes,No,Yes,Yes,No,5.32
Female,College of Engineering,Yes,300,Off-campus,Yes,Daily,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0.65
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2.69
Male,College of Engineering,No,300,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.73
Female,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.11
Female,College of Humanities and Social Sciences,No,400,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.8
Male,College of Science,Yes,200,Off-campus,Yes,Occasionally,3,No,No,Yes,Yes,Yes,No,No,No,No,8.71
Female,College of Science,No,100,On-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.73
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,3,Yes,Yes,No,No,Yes,Yes,Yes,No,No,4.73
Female,College of Humanities and Social Sciences,Yes,200,On-campus,No,Occasionally,4,Yes,Yes,Yes,No,No,Yes,Yes,No,No,7.1
Female,College of Humanities and Social Sciences,Yes,200,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,1.74
Male,College of Health Sciences,Yes,100,Off-campus,No,Daily,1,No,No,No,Yes,Yes,No,No,No,No,3.64
Male,College of Engineering,No,100,Off-campus,No,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.56
Female,College of Health Sciences,No,600,Off-campus,Yes,Daily,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9.57
Female,College of Art and Built Environment,No,300,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.39
Male,College of Art and Built Environment,No,300,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.14
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Daily,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,5.73
Male,College of Humanities and Social Sciences,No,200,Off-campus,No,Daily,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.16
Female,College of Health Sciences,Yes,400,Off-campus,No,Several times a week,2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,9.36
Male,College of Science,Yes,300,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,No,Yes,No,No,No,Yes,7.98
Male,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Several times a week,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.13
Female,College of Science,Yes,400,Off-campus,Yes,Daily,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,1.94
Female,College of Engineering,No,100,Off-campus,Yes,Occasionally,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.07
Male,College of Humanities and Social Sciences,No,200,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.86
Male,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.75
Female,College of Science,No,300,Off-campus,No,Occasionally,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.71
Female,College of Art and Built Environment,No,100,Off-campus,No,Rarely,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.76
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,No,No,Yes,No,No,Yes,No,9.23
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.34
Female,College of Science,No,200,Off-campus,No,Several times a week,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.76
Female,College of Engineering,No,300,On-campus,No,Rarely,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.53
Female,College of Health Sciences,Yes,400,Off-campus,Yes,Occasionally,4,Yes,No,Yes,No,Yes,No,No,No,No,4.25
Male,College of Humanities and Social Sciences,Yes,300,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.05
Male,College of Health Sciences,No,100,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.41
Female,College of Health Sciences,No,200,Off-campus,No,Occasionally,4,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.96
Male,College of Humanities and Social Sciences,Yes,400,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,No,No,No,No,1.82
Female,College of Agriculture and Natural Resources,No,400,On-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.93
Male,College of Art and Built Environment,Yes,300,On-campus,No,Occasionally,1,No,Yes,Yes,Yes,No,No,Yes,No,No,9.36
Female,College of Humanities and Social Sciences,No,300,Off-campus,No,Several times a week,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.57
Female,College of Health Sciences,No,300,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.78
Female,College of Science,No,600,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.01
Male,College of Art and Built Environment,No,100,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.54
