Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage, Mobile data/Internet, SMS/Text messaging, Voice Calls,Mobile data/Internet,None of the above,SMS/Text messaging,Voice Calls
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Several times a week,1,Yes,Yes,Insufficient data allowance,2.08,0,0,0,0,0,0,1
Male,College of Engineering,Yes,600,Off-campus,No,Occasionally,2,No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.73,0,0,0,1,0,0,0
Female,College of Art and Built Environment,Yes,100,Off-campus,No,Rarely,4,Yes,No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",5.54,0,0,0,0,0,0,1
Male,College of Art and Built Environment,No,400,Off-campus,Yes,Occasionally,5,Yes,No,"High costs/pricing, Poor network quality/coverage",5.74,0,0,0,0,1,0,0
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,5,Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",2.63,0,0,0,0,1,0,0
Female,School of Business,Yes,400,Off-campus,No,Several times a week,1,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",9.27,0,1,0,0,0,0,1
Male,College of Science,Yes,200,Off-campus,No,Several times a week,1,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",5.61,0,0,0,1,0,0,0
Male,College of Science,Yes,100,Off-campus,No,Daily,5,Yes,Yes,"High costs/pricing, Insufficient data allowance",9.2,0,0,0,0,1,0,0
Female,School of Business,Yes,200,Off-campus,Yes,Occasionally,4,No,Yes,Poor network quality/coverage,8.17,0,0,0,0,1,0,0
Male,School of Business,No,300,Off-campus,No,Occasionally,2,Yes,Yes,"High costs/pricing, Poor network quality/coverage",6.47,0,0,0,0,1,0,0
Male,School of Business,Yes,300,Off-campus,Yes,Occasionally,1,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",4.95,0,0,0,0,1,0,0
Male,College of Engineering,Yes,500,Off-campus,No,Occasionally,2,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.66,0,0,0,0,1,0,0
Female,College of Science,Yes,600,Off-campus,Yes,Several times a week,2,Yes,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",3.0,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Several times a week,2,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",3.45,0,1,1,1,0,0,0
Female,College of Science,Yes,100,Off-campus,Yes,Occasionally,4,Yes,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",8.75,1,0,0,0,0,1,0
Male,College of Science,Yes,200,Off-campus,No,Daily,4,No,Yes,Insufficient data allowance,5.24,0,0,0,0,1,0,0
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,2,No,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",6.77,0,0,1,1,0,0,0
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Several times a week,3,No,Yes,"High costs/pricing, Poor network quality/coverage",7.38,0,0,0,0,1,0,0
Female,School of Business,Yes,200,Off-campus,No,Daily,1,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",6.28,0,1,0,0,0,0,1
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,1,No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",4.7,0,0,0,0,1,0,0
Male,College of Science,No,300,On-campus,No,Several times a week,5,No,Yes,"High costs/pricing, Insufficient data allowance",2.62,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,300,Off-campus,No,Daily,5,No,Yes,"Unsatisfactory customer service, High costs/pricing",8.23,0,1,1,1,0,0,0
Male,College of Engineering,No,200,Off-campus,No,Occasionally,3,No,Yes,Poor network quality/coverage,1.69,0,0,0,1,0,0,0
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,5,Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",4.4,0,0,0,0,0,0,1
Male,School of Business,No,400,Off-campus,No,Several times a week,4,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",8.64,0,0,0,0,1,0,0
Male,School of Business,Yes,200,On-campus,Yes,Daily,5,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",10.37,0,0,0,0,1,0,0
Female,School of Business,No,300,Off-campus,No,Occasionally,1,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",4.19,0,0,0,1,0,0,0
Female,College of Science,Yes,500,On-campus,No,Daily,3,No,No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.28,1,0,1,0,0,1,0
Male,College of Engineering,Yes,300,Off-campus,Yes,Daily,2,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",1.53,0,0,0,0,1,0,0
Female,College of Engineering,No,200,Off-campus,Yes,Occasionally,5,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",7.26,0,0,1,0,0,1,0
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Occasionally,2,No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",9.12,0,0,0,0,1,0,0
Male,College of Science,No,500,Off-campus,No,Several times a week,2,No,No,"Poor network quality/coverage, High costs/pricing",7.82,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,500,Off-campus,Yes,Rarely,4,No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",6.28,0,0,0,0,1,0,0
Female,College of Engineering,Yes,200,Off-campus,Yes,Rarely,4,Yes,Yes,Unsatisfactory customer service,9.36,1,0,1,0,0,1,0
Female,College of Humanity and Social Science,Yes,100,On-campus,Yes,Daily,5,No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.16,0,0,1,0,0,1,0
Male,College of Art and Built Environment,Yes,600,Off-campus,Yes,Several times a week,4,Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",4.13,1,0,0,0,0,0,1
Female,College of Humanity and Social Science,No,200,On-campus,Yes,Several times a week,4,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",6.64,0,0,0,0,1,0,0
Male,College of Engineering,Yes,500,Off-campus,No,Several times a week,2,No,Yes,"Poor network quality/coverage, Insufficient data allowance",5.72,0,0,0,0,1,0,0
Female,School of Business,No,100,Off-campus,No,Occasionally,5,Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",7.41,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,400,On-campus,No,Daily,2,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",5.77,0,0,0,0,0,1,0
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Daily,2,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",7.68,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,400,Off-campus,Yes,Several times a week,5,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.97,0,0,0,0,0,1,0
Female,College of Engineering,No,600,On-campus,Yes,Daily,1,Yes,No,"Poor network quality/coverage, High costs/pricing",5.98,0,0,0,0,1,0,0
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Occasionally,3,Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",3.14,0,0,0,0,0,0,1
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,5,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",1.53,1,1,0,0,0,0,1
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Several times a week,1,Yes,No,"Poor network quality/coverage, High costs/pricing",4.33,0,0,0,0,1,0,0
Male,College of Science,No,400,Off-campus,Yes,Occasionally,1,No,Yes,Poor network quality/coverage,2.28,0,0,0,0,1,0,0
Male,College of Engineering,No,500,Off-campus,No,Occasionally,1,No,Yes,"High costs/pricing, Poor network quality/coverage",1.36,0,0,0,1,0,0,0
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,No,Occasionally,1,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",6.31,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,6,Yes,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",5.58,0,0,0,0,1,0,0
Female,School of Business,No,200,Off-campus,No,Occasionally,5,No,Yes,"Insufficient data allowance, High costs/pricing",5.26,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,1,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.6,1,0,0,0,0,1,0
Female,College of Agriculture and Natural Resources,No,300,Off-campus,No,Several times a week,2,Yes,Yes,Insufficient data allowance,9.72,0,0,0,0,1,0,0
Male,College of Engineering,No,100,Off-campus,Yes,Daily,3,No,Yes,"High costs/pricing, Unsatisfactory customer service",10.02,0,0,0,0,1,0,0
Male,School of Business,Yes,400,Off-campus,No,Several times a week,2,No,Yes,Insufficient data allowance,1.89,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Several times a week,2,Yes,Yes,None,6.54,0,0,0,0,1,0,0
Male,College of Engineering,Yes,300,Off-campus,No,Several times a week,3,Yes,No,High costs/pricing,6.06,0,0,0,0,1,0,0
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,3,Yes,Yes,Poor network quality/coverage,2.63,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,400,Off-campus,Yes,Daily,2,No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",10.18,0,1,0,0,0,0,1
Male,College of Art and Built Environment,No,300,Off-campus,Yes,Occasionally,1,Yes,Yes,"High costs/pricing, Insufficient data allowance",8.85,0,0,0,0,0,0,1
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,4,No,Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",5.98,0,0,0,0,1,0,0
Female,College of Engineering,Yes,400,Off-campus,Yes,Several times a week,4,No,Yes,Unsatisfactory customer service,3.34,0,0,0,0,1,0,0
Female,College of Engineering,Yes,200,On-campus,No,Occasionally,4,No,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",7.8,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,1,Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",2.07,0,0,0,0,0,0,1
Male,College of Engineering,No,600,Off-campus,No,Daily,2,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",6.82,0,0,0,0,1,0,0
Female,College of Science,Yes,400,On-campus,No,Never,4,Yes,Yes,Poor network quality/coverage,7.87,1,1,0,0,0,0,1
Male,College of Humanity and Social Science,Yes,600,Off-campus,Yes,Several times a week,5,No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",5.2,0,0,0,0,1,0,0
Male,College of Engineering,Yes,500,Off-campus,No,Several times a week,6,No,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",5.73,1,1,0,0,0,0,1
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Several times a week,4,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.74,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,300,Off-campus,No,Occasionally,2,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",2.8,0,1,0,0,0,0,1
Male,College of Engineering,No,100,Off-campus,No,Several times a week,2,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.23,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,No,300,On-campus,No,Occasionally,4,Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",2.02,0,0,0,0,0,0,1
Male,School of Business,No,500,On-campus,No,Several times a week,2,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",0.94,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,500,Off-campus,No,Occasionally,1,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.69,0,0,0,0,1,0,0
Male,School of Business,No,300,Off-campus,Yes,Daily,5,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",1.44,0,0,0,0,1,0,0
Female,School of Business,Yes,400,Off-campus,No,Several times a week,2,Yes,Yes,"Unsatisfactory customer service, High costs/pricing",0.71,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Occasionally,2,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",2.75,0,0,0,0,0,1,0
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Several times a week,5,Yes,Yes,Unsatisfactory customer service,1.31,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,2,Yes,Yes,High costs/pricing,4.86,0,0,0,0,0,0,1
Female,College of Science,No,100,Off-campus,No,Occasionally,1,No,Yes,Poor network quality/coverage,5.3,0,0,0,0,1,0,0
Female,College of Art and Built Environment,No,600,Off-campus,Yes,Occasionally,2,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",6.71,0,0,0,0,1,0,0
Female,College of Science,Yes,400,Off-campus,No,Daily,1,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",10.08,0,0,0,0,1,0,0
Female,School of Business,No,300,Off-campus,No,Several times a week,3,No,Yes,High costs/pricing,6.51,1,1,0,0,0,0,1
Female,School of Business,Yes,400,Off-campus,Yes,Daily,4,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",0.99,0,0,0,1,0,0,0
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,6,No,Yes,Unsatisfactory customer service,10.03,1,0,1,0,0,1,0
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,1,No,No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",8.86,0,0,0,0,0,0,1
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,2,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",9.4,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,600,Off-campus,No,Occasionally,5,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",5.93,0,0,0,0,1,0,0
Male,College of Science,No,600,Off-campus,No,Occasionally,4,No,No,"Unsatisfactory customer service, High costs/pricing",7.25,0,0,0,0,1,0,0
Male,College of Science,No,200,Off-campus,No,Several times a week,2,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",8.81,0,0,0,0,1,0,0
Female,School of Business,No,400,Off-campus,Yes,Daily,1,No,Yes,"Insufficient data allowance, Poor network quality/coverage",1.42,0,0,0,0,1,0,0
Female,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,2,Yes,Yes,"Insufficient data allowance, High costs/pricing",5.6,0,0,0,0,0,0,1
Female,School of Business,Yes,400,Off-campus,No,Several times a week,2,No,Yes,Insufficient data allowance,6.39,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,2,Yes,No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",6.35,0,0,0,0,1,0,0
Male,School of Business,Yes,200,Off-campus,Yes,Daily,3,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",9.75,0,0,0,0,1,0,0
Male,College of Science,Yes,400,Off-campus,No,Occasionally,6,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",5.25,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,600,Off-campus,No,Several times a week,3,No,Yes,High costs/pricing,6.27,0,0,0,0,0,0,1
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Several times a week,3,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",6.66,0,0,0,0,1,0,0
Male,College of Science,Yes,100,Off-campus,Yes,Several times a week,1,Yes,Yes,None,0.5,0,0,0,0,1,0,0
Female,School of Business,Yes,200,Off-campus,Yes,Several times a week,3,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",2.0,0,0,0,0,1,0,0
Female,School of Business,Yes,500,Off-campus,No,Occasionally,5,Yes,Yes,"Poor network quality/coverage, High costs/pricing",7.4,0,0,0,0,0,0,1
Male,College of Art and Built Environment,Yes,500,On-campus,No,Several times a week,5,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",5.86,0,0,0,0,1,0,0
Female,College of Science,Yes,300,Off-campus,No,Daily,1,No,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",4.64,0,1,0,0,0,0,1
Female,College of Engineering,No,400,Off-campus,No,Occasionally,2,Yes,Yes,Insufficient data allowance,8.1,0,0,0,0,1,0,0
Female,School of Business,Yes,600,Off-campus,No,Daily,1,Yes,No,None,4.21,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Never,2,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.91,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Daily,4,No,Yes,"Insufficient data allowance, High costs/pricing",9.39,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,2,Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",6.73,0,0,0,0,1,0,0
Female,School of Business,No,300,On-campus,Yes,Daily,1,No,Yes,Poor network quality/coverage,7.33,0,0,1,1,0,0,0
Male,College of Engineering,No,200,Off-campus,Yes,Daily,1,Yes,Yes,None,6.15,0,0,0,0,0,0,1
Male,College of Engineering,Yes,300,On-campus,No,Several times a week,3,Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",7.49,0,0,0,0,1,0,0
Male,College of Engineering,No,200,Off-campus,Yes,Daily,2,No,Yes,"Poor network quality/coverage, High costs/pricing",3.25,0,0,0,1,0,0,0
Male,College of Art and Built Environment,No,400,On-campus,No,Occasionally,1,Yes,No,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",6.97,0,0,0,0,1,0,0
Male,College of Engineering,Yes,200,Off-campus,No,Daily,1,Yes,Yes,Poor network quality/coverage,9.03,0,0,0,0,1,0,0
Male,College of Engineering,Yes,100,Off-campus,Yes,Occasionally,4,No,Yes,Poor network quality/coverage,4.71,1,0,1,0,0,1,0
Female,College of Humanity and Social Science,Yes,600,Off-campus,No,Several times a week,3,Yes,Yes,"High costs/pricing, Unsatisfactory customer service",8.29,0,1,0,0,0,0,1
Female,School of Business,Yes,300,Off-campus,No,Occasionally,1,Yes,Yes,Poor network quality/coverage,9.59,0,0,0,0,1,0,0
Female,College of Engineering,Yes,200,Off-campus,Yes,Occasionally,2,Yes,Yes,"Poor network quality/coverage, High costs/pricing",6.9,0,0,1,0,0,1,0
Female,College of Art and Built Environment,Yes,100,Off-campus,No,Occasionally,1,No,Yes,"High costs/pricing, Insufficient data allowance",7.48,0,0,0,0,1,0,0
Female,School of Business,Yes,500,On-campus,No,Daily,4,Yes,Yes,High costs/pricing,8.58,1,1,0,0,0,0,1
Female,School of Business,No,300,Off-campus,No,Rarely,3,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",4.56,0,0,0,0,0,0,1
Female,College of Science,Yes,500,Off-campus,Yes,Several times a week,1,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.7,0,0,0,0,0,1,0
Female,School of Business,Yes,400,Off-campus,Yes,Several times a week,1,No,Yes,"Unsatisfactory customer service, Insufficient data allowance",1.07,0,0,0,1,0,0,0
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Several times a week,3,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",2.63,0,0,0,1,0,0,0
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Several times a week,6,Yes,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",1.75,1,0,1,0,0,1,0
Male,College of Agriculture and Natural Resources,Yes,400,On-campus,No,Several times a week,1,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",1.49,0,0,0,0,1,0,0
Female,College of Science,No,400,Off-campus,No,Several times a week,2,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",8.07,0,0,0,0,1,0,0
Male,College of Engineering,Yes,200,Off-campus,Yes,Occasionally,2,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",0.81,0,0,0,0,1,0,0
Male,College of Science,No,200,Off-campus,No,Several times a week,2,No,Yes,Unsatisfactory customer service,2.04,0,0,0,0,0,1,0
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,No,Occasionally,5,No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",4.08,1,0,0,0,0,1,0
Female,College of Engineering,No,200,Off-campus,No,Occasionally,6,No,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",7.2,0,0,1,0,0,1,0
Male,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Rarely,2,Yes,No,Unsatisfactory customer service,4.02,1,0,0,0,0,0,1
Male,College of Science,Yes,400,Off-campus,Yes,Rarely,4,No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",3.68,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,500,Off-campus,Yes,Never,1,Yes,No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",3.66,0,0,0,0,1,0,0
Male,School of Business,Yes,100,Off-campus,Yes,Occasionally,2,Yes,No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",10.16,0,0,0,0,1,0,0
Male,College of Engineering,No,500,Off-campus,No,Daily,1,Yes,Yes,"High costs/pricing, Poor network quality/coverage",7.28,1,1,0,0,0,0,1
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,4,No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",3.8,0,0,0,0,0,0,1
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Occasionally,3,No,No,Poor network quality/coverage,3.82,0,0,0,0,1,0,0
Female,School of Business,Yes,100,Off-campus,No,Daily,2,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.91,0,0,1,0,0,1,0
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,1,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",3.6,0,0,0,1,0,0,0
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Several times a week,1,No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",10.06,0,1,0,0,0,0,1
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,2,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",2.37,0,0,0,0,1,0,0
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,4,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",9.34,0,0,0,0,0,1,0
Male,College of Humanity and Social Science,Yes,400,Off-campus,No,Occasionally,2,No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",6.28,0,0,0,0,1,0,0
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,1,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",10.29,0,0,1,1,0,0,0
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Occasionally,1,No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",1.86,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Daily,3,Yes,Yes,"High costs/pricing, Poor network quality/coverage",6.52,0,0,0,0,1,0,0
Male,School of Business,No,100,Off-campus,Yes,Occasionally,3,Yes,Yes,High costs/pricing,6.59,1,0,0,0,0,0,1
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Occasionally,3,Yes,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",10.12,0,0,0,0,1,0,0
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,4,No,Yes,High costs/pricing,8.69,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,300,Off-campus,Yes,Daily,5,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.36,0,0,0,0,0,1,0
Male,College of Science,No,600,Off-campus,No,Occasionally,5,Yes,Yes,"High costs/pricing, Insufficient data allowance",2.5,0,0,0,0,1,0,0
Female,College of Engineering,No,200,Off-campus,No,Never,4,No,Yes,"Poor network quality/coverage, Insufficient data allowance",6.83,1,1,0,0,0,0,1
Female,School of Business,Yes,200,Off-campus,No,Daily,4,No,Yes,Poor network quality/coverage,1.09,0,0,0,0,1,0,0
Male,College of Science,No,400,Off-campus,Yes,Daily,2,No,Yes,High costs/pricing,10.1,0,0,1,0,0,1,0
Male,College of Agriculture and Natural Resources,No,100,On-campus,No,Several times a week,2,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.38,1,0,1,0,0,1,0
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,5,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",2.0,0,0,0,1,0,0,0
Male,School of Business,No,300,Off-campus,Yes,Several times a week,2,Yes,Yes,High costs/pricing,2.86,0,0,0,0,1,0,0
Female,College of Humanity and Social Science,No,400,Off-campus,No,Several times a week,1,No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",5.49,0,0,0,0,1,0,0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Never,4,No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",8.6,0,1,1,1,0,0,0
Male,School of Business,Yes,100,Off-campus,No,Several times a week,2,No,No,Unsatisfactory customer service,9.19,0,0,0,0,1,0,0
Male,College of Science,Yes,500,Off-campus,No,Several times a week,4,Yes,No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",9.53,0,0,0,0,1,0,0
Male,College of Humanity and Social Science,No,200,On-campus,Yes,Several times a week,1,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",5.97,0,0,0,0,0,1,0
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,1,No,Yes,High costs/pricing,6.43,0,0,0,0,1,0,0
