Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Use_Other_More,Reasons_Other,Consider_Discontinue,Reasons_Discontinue,Additional_Feedback
Male,College of Agriculture and Natural Resources,Yes,Level 600,On-campus,Yes,Several times a week,4,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,"Glo, MTN, AirtelTigo",True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength, Better customer service",No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",Oyi2e1hQAPD8MIUAjsSSUx5wkfV
Female,College of Agriculture and Natural Resources,No,Level 300,On-campus,Yes,Several times a week,1,SMS/Text messaging,No,"MTN, AirtelTigo",False,"Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Insufficient data allowance, Poor network quality/coverage",MpB6V67kZ99rKZwYnbVjYRJ8jS5FGA2GVCpKnUzhxdojPEbgY4ddVuyifF0S3UnaKVjYiFeXCABqS7Ip0QyyFcPVcBWJqKcI9IN
Female,College of Agriculture and Natural Resources,No,Level 400,On-campus,Yes,Daily,2,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,"Glo, MTN, AirtelTigo",True,"Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",5oGL8LCnt7ISdVtSC3S472im0TGugCXyyHG
Male,College of Agriculture and Natural Resources,No,Level 600,On-campus,No,Occasionally,3,"SMS/Text messaging, None of the above",No,"AirtelTigo, Glo",False,"Better customer service, More affordable plans/pricing",No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",uv4wNLoxwwRxiwgDlgRofhRqmDAq
Male,College of Agriculture and Natural Resources,No,Level 500,Off-campus,No,Daily,4,"SMS/Text messaging, None of the above, Voice Calls",Yes,MTN,False,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",KdxMVeflUTBuf4GNpjOQg0UQSq718sKH7nrs84eYdPvXZEAN9rT4OVStguXYRLppw0ntBaoMKEVb4VZkKvqSdXL5E
Male,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,Yes,Never,4,"None of the above, Voice Calls, Mobile data/Internet",No,"MTN, AirtelTigo, Glo",False,"More affordable plans/pricing, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",EAaEv2MXQ1CRv0giodpdUejaBt14riLR8ekkwZ5hqdW4GJzpSqP17VQDJTyfHwy46H2AaCMlLwwBJYlv5o
Male,College of Agriculture and Natural Resources,Yes,Level 500,Off-campus,No,Occasionally,5,Mobile data/Internet,Yes,MTN,False,Better network coverage/signal strength,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",W3Eb1kUtB3vssEhtLoB13vf2C0ywo2211yAhc1G36bxO7fcp3nQ2OKg8X0fmLmHZ3Sx3JNk6
Female,College of Agriculture and Natural Resources,Yes,Level 600,On-campus,Yes,Occasionally,4,"None of the above, Mobile data/Internet",Yes,"Glo, MTN",True,"Better customer service, Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",TkZYlpnnXtY2lzJe9rtQ1zUv9AGTh6gFr7X0kNiiWiTlra
Male,College of Agriculture and Natural Resources,No,Level 600,On-campus,Yes,Rarely,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,"MTN, Glo",False,"Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",No,"Poor network quality/coverage, Unsatisfactory customer service",eOz3AsBjCooj8GmUFbKjxlFuvYzA6V027xdwjnEd1w1NDNirhj1dXouU3OoT7iMXwEGBILT8u14iVCmyhlK6n8W
Male,College of Agriculture and Natural Resources,Yes,Level 300,Off-campus,Yes,Daily,4,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,AirtelTigo,False,"More affordable plans/pricing, Better network coverage/signal strength",Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",LXfrTzW7x8MoJ4jb5CsmLsqcDczJPiGJEG2usrvvZZ
Male,College of Agriculture and Natural Resources,No,Level 200,Off-campus,Yes,Daily,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,"MTN, Glo, AirtelTigo",False,"Faster internet speeds, Better customer service, More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",sqmfhn5BRXG41dzzTGxFXzKItV1Ux5qFztEVkZv6tZrYPOCsZ9jwIt3m6V5ZRppbpHM6OA3ocHx5ronxgFG2fFrnXEapbP
Female,College of Agriculture and Natural Resources,No,Level 200,On-campus,No,Daily,1,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,"MTN, Glo, AirtelTigo",True,"Faster internet speeds, Better network coverage/signal strength, Better customer service",Yes,"Unsatisfactory customer service, Insufficient data allowance",QD82qrQ3xz6gngMPvG2tepAMERXNd2FoU73Xz5rJzKuQL3lDbzl0p4TGbbANGr7Nln6U1q5LxzIYErBJDjvl7BiDU6KG5W
Female,College of Agriculture and Natural Resources,Yes,Level 500,On-campus,No,Rarely,5,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,"MTN, Glo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,Unsatisfactory customer service,gtzn36vka1hIwihFW17DEeF
Male,College of Agriculture and Natural Resources,No,Level 500,On-campus,Yes,Several times a week,3,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,"MTN, AirtelTigo",True,Faster internet speeds,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",6Y4NdxKDNEOdmlcuCucRDCfdPgbPpMP5OfiSKyBZQujlacvor
Female,College of Agriculture and Natural Resources,No,Level 500,On-campus,Yes,Daily,1,"SMS/Text messaging, Mobile data/Internet",Yes,Glo,True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,High costs/pricing,CskVNLW3DDHLaHRIRuThVfZc3
Male,College of Agriculture and Natural Resources,No,Level 600,Off-campus,Yes,Never,1,"Voice Calls, SMS/Text messaging, None of the above",Yes,"Glo, AirtelTigo, MTN",False,"More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",h1L3KFcJAmkaCwYKX3DGGKYFk16lKIPXBK
Female,College of Agriculture and Natural Resources,Yes,Level 300,On-campus,Yes,Several times a week,1,Mobile data/Internet,Yes,"AirtelTigo, MTN, Glo",False,Better network coverage/signal strength,No,"Insufficient data allowance, Unsatisfactory customer service",SnpX6WHfbZYffRdJuGnkn6qLyYD0ylXTXdSeMXvXvwrLiyjEofbvILguvI1LrufK1gmgaRwk2ozPrW7Nq
Male,College of Agriculture and Natural Resources,Yes,Level 300,On-campus,Yes,Daily,5,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, Glo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",bMO9fCO51L74wbhnEpg08hKirFGm6T1M3zQdN4QAHpbbONzLp4o44ObqVrq0E4IzmVioSpGmpz9DYr
Female,College of Art and Built Environment,No,Level 600,Off-campus,No,Several times a week,1,None of the above,No,"AirtelTigo, MTN, Glo",True,"Better customer service, Faster internet speeds",Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",qdGOJL9wgEUu4fuFfgThVOsRLiuzq8hMUtpwAoqbipa2FfADC5ShS6mZmXf4VGj2MMDQgIuR7H16QJq
Male,College of Art and Built Environment,No,Level 600,On-campus,No,Rarely,3,None of the above,No,AirtelTigo,False,Better customer service,Yes,"Unsatisfactory customer service, Poor network quality/coverage",Hvssrp8XF3dmZINGHLmFeuAim6opqTijgrkuq7EWoRKmH6T
Female,College of Art and Built Environment,Yes,Level 600,Off-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging",Yes,Glo,False,"Better customer service, Faster internet speeds",No,"Poor network quality/coverage, Insufficient data allowance",jiQ0PgO9F7vS5tE2Hqz0lI5FAMNhlDx1bprtFmhzhxyZP7qVGAQ
Female,College of Art and Built Environment,No,Level 200,On-campus,Yes,Several times a week,4,SMS/Text messaging,Yes,Glo,False,"Faster internet speeds, Better network coverage/signal strength",Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",9MUwM6pYzL7WPJ3lwr0S5xsTua9XirF3KxoO06n63e7rpeGZ0A9Y9KQU2cepSsWR6e
Male,College of Art and Built Environment,Yes,Level 300,Off-campus,Yes,Daily,5,Voice Calls,Yes,MTN,False,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",s3Eez89FKPV89p8HfNoc5fuT
Male,College of Art and Built Environment,Yes,Level 300,Off-campus,No,Never,4,None of the above,Yes,"Glo, AirtelTigo",True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",5zmQ57JiAzoPr3nqYlhfyqXQM27zyfaoKP6HSZQZqnK5x1WRy4b7XaxPB
Female,College of Art and Built Environment,Yes,Level 100,On-campus,Yes,Never,3,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Glo,True,Faster internet speeds,No,Unsatisfactory customer service,YRIMSTPBid2YKzzi7map26J86JgQgyLRSeorpinsGj0BL0yXmnetUvOTDfBFa8vtWasSs6QsujIQ97bA
Female,College of Art and Built Environment,No,Level 500,Off-campus,Yes,Occasionally,3,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,"AirtelTigo, MTN",False,Better customer service,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",vf8XWZ6qCEzxLchjg9l5quzN9tErXFklO6Dvr7P2bY3hcIm7uiVaKeZC6pC7LKeOOVpOEc2m5jLVKGRkbdtKS
Female,College of Art and Built Environment,No,Level 300,On-campus,No,Occasionally,1,Mobile data/Internet,No,"Glo, MTN",True,"Faster internet speeds, More affordable plans/pricing",No,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",W43LA6kMcAuBkxIaZBw3Rm9dcYdddtFhF3iMxOGrne4hkXf9NFDayyLz5bDj7IFOX6mClRHsL06WOIxnRk68FTEYFr0V
Male,College of Art and Built Environment,No,Level 400,Off-campus,Yes,Several times a week,1,"None of the above, Mobile data/Internet",No,"AirtelTigo, MTN",False,"Better customer service, Faster internet speeds, Better network coverage/signal strength",No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",tvIKpFEVwIGdZYGaT2yJS3hS7bZwJR3A7ttS46uUI7aB9ojuS4VsO1DqtVdgMQAEw3NRlgbuDl8l4kiAB5Ua8brnQ0EpCp0F97
Female,College of Art and Built Environment,No,Level 600,On-campus,Yes,Several times a week,4,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,"Glo, MTN, AirtelTigo",False,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength, Faster internet speeds",Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",Sv4SzmstgBl3stmD137xYJ7Eiu6NJlppRaAUiHCo3U6WNC5t12oPpI5FWzchHVhFKsUA8
Male,College of Art and Built Environment,No,Level 300,Off-campus,Yes,Never,5,Voice Calls,No,MTN,False,"Better network coverage/signal strength, Faster internet speeds, Better customer service, More affordable plans/pricing",Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",OpBSuF4KwNnzMHORycS7
Male,College of Art and Built Environment,Yes,Level 300,On-campus,Yes,Never,5,Mobile data/Internet,No,"MTN, AirtelTigo, Glo",False,"Better customer service, More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",No,Poor network quality/coverage,Z3wVAfUHyIeXdaie4f1k7MSjRkRjpDxvr8cjdVwUU8zot5yXFC5oOAkTTauXwAbybzUhnkUGRQBD8S9R
Male,College of Art and Built Environment,Yes,Level 100,Off-campus,No,Occasionally,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,AirtelTigo,False,"Faster internet speeds, Better customer service, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Insufficient data allowance",09Sz14ispCXzOu1IttrT7HfML
Female,College of Art and Built Environment,Yes,Level 500,On-campus,No,Rarely,5,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",Yes,"MTN, AirtelTigo",True,"Faster internet speeds, Better network coverage/signal strength, Better customer service, More affordable plans/pricing",Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",1a9FL4hvvsW11u9azg7ZJ0KUI0JWUlvsLJ6U8X1ZPi0
Male,College of Art and Built Environment,Yes,Level 600,Off-campus,Yes,Never,4,Voice Calls,Yes,"AirtelTigo, Glo",True,Better customer service,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",1PhJzGusySMbiEgMAX8D4yoCnaRI3KQexz4YWMsjQGVdJpxq6dq7qOKp6b9r
Female,College of Art and Built Environment,Yes,Level 600,On-campus,Yes,Rarely,5,SMS/Text messaging,No,MTN,False,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",IR4cE9uBu3L3ekqupEDiWxvHZWOYdgxcahJp
Female,College of Art and Built Environment,No,Level 600,On-campus,No,Rarely,1,Mobile data/Internet,Yes,"MTN, AirtelTigo",True,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service, Faster internet speeds",No,Unsatisfactory customer service,b033CyxgqwaQ8i27IzlDOHTsHptPP5sIMdeTQJOMezDwnPmPbonvyuPdJ4O56j7Uxpu6mXC7TWy1dyJdJY
Male,College of Art and Built Environment,Yes,Level 400,On-campus,Yes,Never,3,"None of the above, Voice Calls",Yes,Glo,True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",ITIj2G9Il0AgSDUg9gYEvxDOYZNXtJs8x3mkAnrz1
Male,College of Art and Built Environment,Yes,Level 300,On-campus,Yes,Never,4,Voice Calls,No,MTN,True,"Better network coverage/signal strength, Better customer service, Faster internet speeds",Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",OI6k5UnVOPbqoKVgtfj7d4ZNzG4ZC7DDjIemdgxD4Uq2mixrK1LMkdgozVIgJnocJ1A8XUK
Female,College of Art and Built Environment,No,Level 100,Off-campus,Yes,Never,3,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",No,Glo,True,"Better customer service, Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",No,"High costs/pricing, Insufficient data allowance",8Kmz1JUI49cOk4mxD9fGFvs2Vrb7Y8aYM9r0Fmdj8XW4v4O9wFIZuDaob
Female,College of Art and Built Environment,No,Level 200,Off-campus,No,Occasionally,5,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,"AirtelTigo, MTN",True,"Better customer service, Faster internet speeds, Better network coverage/signal strength",No,High costs/pricing,1JrOTyqr62oRKDec8u6K0yMouhjmEVQPQhrgxXpNp7ff5Tx8hoKtFNCqqRvJBW
Male,College of Art and Built Environment,Yes,Level 500,On-campus,No,Never,2,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",Yes,"MTN, Glo, AirtelTigo",True,Better network coverage/signal strength,No,"High costs/pricing, Poor network quality/coverage",fnWICnd7izEazmh48BMHw52sGx44TKAayAALgDHkrorcGoVQIs0pH2yYLgFcvU8jfgHPJnnGnC9N80pneINZlxKAhLpAQvci
Male,College of Art and Built Environment,No,Level 600,Off-campus,Yes,Daily,5,"Voice Calls, SMS/Text messaging, None of the above",Yes,"AirtelTigo, Glo, MTN",False,Better network coverage/signal strength,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",gtPx2Seaq6EKA9sEaKoz9052E1YEdgZJ5SfnPwtbtBnQh3Od7Vx8ywy4Jc0Tv
Female,College of Art and Built Environment,No,Level 400,On-campus,No,Never,1,"Voice Calls, Mobile data/Internet, None of the above",Yes,"Glo, AirtelTigo, MTN",True,"Better customer service, Better network coverage/signal strength",Yes,Unsatisfactory customer service,JZwacESe0obUVazjvI8PAKOV9r46EsCvVbBBouqiVVwyLJJnMMWuFcPvPZ
Female,College of Art and Built Environment,Yes,Level 100,Off-campus,No,Several times a week,5,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,MTN,False,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",c6kcIV7tmO6N9srrdimThc
Male,College of Art and Built Environment,Yes,Level 300,Off-campus,Yes,Several times a week,5,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,MTN,True,"More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",9nt14c2j8ZyIlVOmJMVwtjW7l9K6Eket4yFKPTVLzGuuJnDvGDVZLnmBSAPQFPACTxveDCs4
Male,College of Art and Built Environment,No,Level 300,On-campus,Yes,Several times a week,3,"None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Glo,False,Better network coverage/signal strength,No,Poor network quality/coverage,LR9MefOpVAmxJ1Y1q7GRCLqk5
Male,College of Art and Built Environment,Yes,Level 600,Off-campus,Yes,Never,5,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,"MTN, AirtelTigo",True,"Better network coverage/signal strength, Better customer service",No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",FAkYAp8Lx8yfW1rTfT5PvHxci6dG26ZEh9NwE0cB
Female,College of Art and Built Environment,Yes,Level 400,On-campus,Yes,Rarely,3,Voice Calls,Yes,Glo,True,"Faster internet speeds, Better customer service, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",y6LJ2cELPQq2K9UaMIaIZdhu3pjTK3o2ZGeZ2nCRxODUIfKX19LQSvwzOu2UW44oaOSGS869Avx496
Male,College of Art and Built Environment,No,Level 200,On-campus,No,Occasionally,5,"SMS/Text messaging, Voice Calls, None of the above",No,"MTN, Glo",False,"Faster internet speeds, More affordable plans/pricing, Better customer service, Better network coverage/signal strength",Yes,High costs/pricing,J2fmDEvQ3jL9ZIjJQnIJ1vh7D89OTZIdpnhGWTxNZSvGOZYx0LMS6MVfeEXFe1x7uI1r4EWTCHCoP2nt3maS
Male,College of Art and Built Environment,No,Level 400,On-campus,No,Rarely,3,"Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Glo,False,Better customer service,No,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",CscJkTgqoZ33OyNuGxTkk
Female,College of Art and Built Environment,Yes,Level 400,Off-campus,No,Never,3,SMS/Text messaging,No,MTN,True,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",M1zk222ijCut9oEuCYJTfXx1q8Vn24w
Female,College of Art and Built Environment,No,Level 500,Off-campus,No,Several times a week,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,"Glo, AirtelTigo, MTN",True,"Better customer service, Better network coverage/signal strength",Yes,High costs/pricing,ezKusTJRg6LTqzWEDm53EDczExJdSoS6LEyntytJo2b7DDmm2cY0JlMrFow
Male,College of Art and Built Environment,Yes,Level 100,Off-campus,Yes,Daily,3,Mobile data/Internet,Yes,"Glo, MTN, AirtelTigo",True,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing, Better customer service",Yes,"Unsatisfactory customer service, Insufficient data allowance",2woQXLcAkThs2gJPPlGaLsNko03
Female,College of Art and Built Environment,No,Level 500,On-campus,No,Rarely,4,"Voice Calls, SMS/Text messaging, None of the above",No,AirtelTigo,True,"Faster internet speeds, Better customer service",Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",F7Zwai62MgWHj0VZFAz2GoVGRdhE65Z5AbV7YsRrSVKVkigfT4CmoKpREEwu7vsMjr3
Male,College of Art and Built Environment,No,Level 500,Off-campus,No,Several times a week,5,"Mobile data/Internet, None of the above",Yes,"MTN, Glo, AirtelTigo",False,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",dyMHhop8UnAQJVxNaLlfO2NBoAAS8HnFhKdyrf2JxqGB3hz8kk6YaacTrslNHpD53JM3lRq3RxstK7OqQAx2sNZJ
Female,College of Art and Built Environment,No,Level 400,Off-campus,No,Several times a week,2,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,AirtelTigo,True,More affordable plans/pricing,Yes,"Insufficient data allowance, Unsatisfactory customer service",nEfvp5CXJemTVdXQLC4j36DC3k6h5B1bPNC1aSUfpG26ZBLbr0Uy4e
Female,College of Art and Built Environment,Yes,Level 500,On-campus,No,Never,5,"Voice Calls, Mobile data/Internet",No,"Glo, AirtelTigo",True,Better network coverage/signal strength,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",rtlE5vVGwls0G3KzZrrssY3XNewDGdJ68XsuJIQo1BevDpSzWWdbmivfhSqtKAuMBda1nZYaO9xVTythO434uUL7w2ne
Male,College of Art and Built Environment,Yes,Level 200,Off-campus,Yes,Several times a week,5,None of the above,No,MTN,True,Faster internet speeds,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",zj1j3SfDMoF3rKg3PCVCYokOcLJCougxOJLuHuSek6e0QCsMh7p4LMRjS3Yu6qlSA8moNPskgkbGu9xjc23tZkh23xFrJ
Female,College of Art and Built Environment,Yes,Level 100,Off-campus,Yes,Rarely,3,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Glo,False,More affordable plans/pricing,No,Unsatisfactory customer service,ylL6KAFu6v35RluXOoRqKvkoXwTyFFILNiNuWHMwAaRH1G44INWqCd7gCnLWx4b0XMfBvQ5Hd3Mvr7
Male,College of Art and Built Environment,Yes,Level 400,Off-campus,No,Daily,1,"SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, Glo",True,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength",Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",TT2dKlbIX3ol25sg2o7cDH8e6mA4y0kD6VHhPKspFFbzeJOE0U2qZjDwHoWfdVWOlC438rr48LlNgqf2lZNY0btZnFQmCBzA9SM
Male,College of Art and Built Environment,No,Level 400,On-campus,No,Never,1,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,"AirtelTigo, MTN",False,"Better network coverage/signal strength, More affordable plans/pricing",No,"Unsatisfactory customer service, High costs/pricing",svDy5QYDnr31qtTY17ZnbCmD1toV0znWgsDyXP
Female,College of Art and Built Environment,No,Level 600,On-campus,No,Occasionally,4,Mobile data/Internet,No,"Glo, AirtelTigo, MTN",False,Better network coverage/signal strength,Yes,"Insufficient data allowance, High costs/pricing",pSVp0j9Zw9O4ncwiuGYZOCAAqXek5JUYmeZZ740zmY8mZnJGcn
Male,College of Art and Built Environment,No,Level 100,Off-campus,Yes,Daily,2,Voice Calls,Yes,Glo,False,More affordable plans/pricing,No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",zz40RsgKYBDE0fxvtcZ9Y4Emg3V4y05DQA6WAvVdioM0Pe7epBhhWh8Gn4TuBHi6hytWJQg1AUenpMEeYEXhwcc8GPYR48
Female,College of Art and Built Environment,No,Level 300,Off-campus,Yes,Daily,5,"SMS/Text messaging, None of the above, Mobile data/Internet",No,"MTN, Glo",True,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",hbLeKMACLHe1SgurOvzQYvf4FvbhToQmR5sdeyYrGFqfl9SryNT2TT3hGC
Male,College of Art and Built Environment,Yes,Level 600,Off-campus,Yes,Rarely,1,"Voice Calls, Mobile data/Internet",Yes,"AirtelTigo, MTN",False,"More affordable plans/pricing, Better network coverage/signal strength",No,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",C0hU7L3kfX3CGIWhu9uu4TD
Male,College of Art and Built Environment,Yes,Level 200,Off-campus,Yes,Rarely,5,"SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, Glo",True,"Better network coverage/signal strength, More affordable plans/pricing",No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",BjXx9hVtVjksQlraZMc0ScMxJKxzoDg0gMzQzxABopZaV9ouRPBkN3A0sM97zlGrxgLK08t4mA
Female,College of Art and Built Environment,Yes,Level 200,On-campus,No,Never,4,SMS/Text messaging,No,"Glo, AirtelTigo, MTN",True,"More affordable plans/pricing, Faster internet speeds",No,Insufficient data allowance,jHVcNXbLBP3rUoiM2AuhdJtBPLdi3pM8dE6dPld6
Female,College of Art and Built Environment,Yes,Level 400,Off-campus,Yes,Several times a week,3,"None of the above, Voice Calls, SMS/Text messaging",Yes,"AirtelTigo, MTN",True,More affordable plans/pricing,No,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",3S243gA88ny7rE3TDDyVSrLswjri1ptuJF6JZVQwAf1Hul
Female,College of Art and Built Environment,Yes,Level 600,On-campus,Yes,Never,2,Voice Calls,No,"AirtelTigo, MTN, Glo",False,"Better network coverage/signal strength, More affordable plans/pricing",No,Poor network quality/coverage,99HewtD8KW6OZxXzIBtkNBmyFd103nZJ324ozIe1PZ0AgCaETEg9GLo0Qdr5PvkP8xfLtzhqiVEnqzhnSo
Male,College of Art and Built Environment,No,Level 100,On-campus,No,Never,3,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Glo,True,Better customer service,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",fEXpA1tNEVChecD4qDKgChZBAo9R5iB1oWHcQtlXKGmsvBbt5tj65cDUhSAeIU
Male,College of Art and Built Environment,No,Level 600,Off-campus,No,Several times a week,5,"Mobile data/Internet, None of the above, SMS/Text messaging",No,"MTN, AirtelTigo, Glo",False,"Better customer service, Faster internet speeds",No,Poor network quality/coverage,zPEvkROgtuMnoFdZJMVDl6m6jMJPjLinFOeduosoLNx5L2KG42sAirm3Ki8gTwrJBamW4
Female,College of Art and Built Environment,Yes,Level 300,On-campus,No,Daily,4,"Mobile data/Internet, None of the above, Voice Calls",No,"MTN, Glo",True,Better network coverage/signal strength,No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",TcssHE3CqrrgbPOI93rDYOfh1BnYjZDUl164A0zOA81Z39aU5bAzYV5TkxwnwCbCuxaaYe9zxPlP3n4YUnB1AT5fNojII
Female,College of Art and Built Environment,No,Level 100,Off-campus,Yes,Occasionally,4,Voice Calls,No,"MTN, AirtelTigo, Glo",False,Faster internet speeds,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",uOZWMu6L5E8bWRAKu6qjAceyZL8gjJ0uBtv0DwIVASwoX5DG
